Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-K	11	1656	914	2570	0	1
2	block1	15-X	24	1992	747	2739	1	1
3	block1	15-N	14	744	977	1721	0	1
4	block1	15-B	2	1392	659	2051	2	1
5	block1	15-W	23	1656	1584	3240	1	0
6	block1	15-S	19	744	723	1467	3	0
7	block1	15-J	10	2304	1565	3869	1	0
8	block1	15-A	1	1008	724	1732	1	0
9	block1	15-O	15	1968	797	2765	0	0
10	block1	15-P	16	1728	1750	3478	1	1
11	block1	15-K	11	1656	1822	3478	0	1
12	block1	15-T	20	672	1668	2340	0	0
13	block1	15-B	2	1392	676	2068	2	1
14	block1	15-X	24	1992	1242	3234	1	1
15	block1	15-V	22	1680	586	2266	3	0
16	block1	15-C	3	1728	2138	3866	0	1
17	block1	15-F	6	1392	1344	2736	2	1
18	block1	15-D	4	1056	810	1866	1	1
19	block1	15-Z	26	1704	1112	2816	1	1
20	block1	15-I	9	408	774	1182	2	0
21	block1	15-Y	25	2304	1773	4077	0	1
22	block1	15-L	12	1392	1006	2398	2	1
23	block1	15-V	22	1680	757	2437	3	0
24	block1	15-L	12	1392	1015	2407	2	1
25	block1	15-C	3	1728	1700	3428	0	1
26	block1	15-U	21	1344	686	2030	2	0
27	block1	15-G	7	1392	1847	3239	0	1
28	block1	15-E	5	72	839	911	1	0
29	block1	15-J	10	2304	612	2916	1	0
30	block1	15-N	14	744	1199	1943	0	1
31	block1	15-P	16	1728	2170	3898	2	0
32	block1	15-Q	17	2304	2792	5096	1	0
33	block1	15-I	9	408	627	1035	2	0
34	block1	15-S	19	744	614	1358	3	0
35	block1	15-M	13	1320	1127	2447	0	0
36	block1	15-M	13	1320	577	1897	0	0
37	block1	15-G	7	1392	2033	3425	0	1
38	block1	15-H	8	1080	1067	2147	4	0
39	block1	15-F	6	1392	1408	2800	2	1
40	block1	15-O	15	1968	850	2818	0	0
41	block1	15-R	18	1080	938	2018	1	1
42	block1	15-D	4	1056	1641	2697	1	1
43	block1	15-U	21	1344	714	2058	2	0
44	block1	15-Y	25	2304	2199	4503	0	1
45	block1	15-R	18	1080	949	2029	1	1
46	block1	15-W	23	1656	1702	3358	1	0
47	block1	15-E	5	72	826	898	1	0
48	block1	15-Z	26	1704	920	2624	1	1
