onset	duration	sample	trial_type	value	block	speed	stim_file
183.686667	1.0560	110213	morse_4	4	1	15CPM	audio/15-D.mp3
189.535000	1.0560	113722	morse_4	4	1	15CPM	audio/15-D.mp3
194.056667	2.3040	116435	morse_10	10	1	15CPM	audio/15-J.mp3
199.771667	1.0080	119864	morse_1	1	1	15CPM	audio/15-A.mp3
204.931667	0.7440	122960	morse_14	14	1	15CPM	audio/15-N.mp3
209.146667	1.0800	125489	morse_18	18	1	15CPM	audio/15-R.mp3
213.888333	0.7440	128334	morse_19	19	1	15CPM	audio/15-S.mp3
216.833333	1.9680	130101	morse_15	15	1	15CPM	audio/15-O.mp3
223.066667	1.3920	133841	morse_2	2	1	15CPM	audio/15-B.mp3
227.668333	1.7280	136602	morse_3	3	1	15CPM	audio/15-C.mp3
234.153333	0.0720	140493	morse_5	5	1	15CPM	audio/15-E.mp3
238.030000	1.7280	142819	morse_16	16	1	15CPM	audio/15-P.mp3
242.766667	1.7280	145661	morse_16	16	1	15CPM	audio/15-P.mp3
246.423333	1.3920	147855	morse_7	7	1	15CPM	audio/15-G.mp3
251.005000	1.9920	150604	morse_24	24	1	15CPM	audio/15-X.mp3
256.611667	1.3440	153968	morse_21	21	1	15CPM	audio/15-U.mp3
260.593333	0.6720	156357	morse_20	20	1	15CPM	audio/15-T.mp3
264.320000	1.6560	158593	morse_11	11	1	15CPM	audio/15-K.mp3
269.608333	1.0800	161766	morse_8	8	1	15CPM	audio/15-H.mp3
274.323333	1.6560	164595	morse_11	11	1	15CPM	audio/15-K.mp3
278.911667	1.6800	167348	morse_22	22	1	15CPM	audio/15-V.mp3
283.083333	0.7440	169851	morse_19	19	1	15CPM	audio/15-S.mp3
288.580000	2.3040	173149	morse_25	25	1	15CPM	audio/15-Y.mp3
293.183333	1.3920	175911	morse_7	7	1	15CPM	audio/15-G.mp3
296.915000	0.6720	178150	morse_20	20	1	15CPM	audio/15-T.mp3
299.838333	0.0720	179904	morse_5	5	1	15CPM	audio/15-E.mp3
303.580000	2.3040	182149	morse_10	10	1	15CPM	audio/15-J.mp3
308.366667	1.3920	185021	morse_6	6	1	15CPM	audio/15-F.mp3
312.488333	1.0800	187494	morse_18	18	1	15CPM	audio/15-R.mp3
318.541667	1.0800	191126	morse_8	8	1	15CPM	audio/15-H.mp3
324.016667	1.3920	194411	morse_6	6	1	15CPM	audio/15-F.mp3
328.998333	1.3200	197400	morse_13	13	1	15CPM	audio/15-M.mp3
332.918333	2.3040	199752	morse_25	25	1	15CPM	audio/15-Y.mp3
338.641667	2.3040	203186	morse_17	17	1	15CPM	audio/15-Q.mp3
342.658333	1.0080	205596	morse_1	1	1	15CPM	audio/15-A.mp3
347.446667	1.7040	208469	morse_26	26	1	15CPM	audio/15-Z.mp3
351.941667	0.4080	211166	morse_9	9	1	15CPM	audio/15-I.mp3
355.328333	1.9920	213198	morse_24	24	1	15CPM	audio/15-X.mp3
360.151667	1.6560	216092	morse_23	23	1	15CPM	audio/15-W.mp3
365.016667	1.3920	219011	morse_12	12	1	15CPM	audio/15-L.mp3
370.186667	1.7280	222113	morse_3	3	1	15CPM	audio/15-C.mp3
374.725000	2.3040	224836	morse_17	17	1	15CPM	audio/15-Q.mp3
379.818333	0.4080	227892	morse_9	9	1	15CPM	audio/15-I.mp3
382.670000	1.9680	229603	morse_15	15	1	15CPM	audio/15-O.mp3
388.096667	0.7440	232859	morse_14	14	1	15CPM	audio/15-N.mp3
392.905000	1.3200	235744	morse_13	13	1	15CPM	audio/15-M.mp3
397.366667	1.7040	238421	morse_26	26	1	15CPM	audio/15-Z.mp3
402.570000	1.3920	241543	morse_12	12	1	15CPM	audio/15-L.mp3
407.623333	1.6560	244575	morse_23	23	1	15CPM	audio/15-W.mp3
411.915000	1.3440	247150	morse_21	21	1	15CPM	audio/15-U.mp3
416.056667	1.6800	249635	morse_22	22	1	15CPM	audio/15-V.mp3
422.631667	1.3920	253580	morse_2	2	1	15CPM	audio/15-B.mp3
551.960000	1.0320	331177	morse_33	33	2	30CPM	audio/30-G.mp3
557.790000	0.5520	334675	morse_40	40	2	30CPM	audio/30-N.mp3
562.121667	1.0320	337274	morse_33	33	2	30CPM	audio/30-G.mp3
566.320000	0.4800	339793	morse_46	46	2	30CPM	audio/30-T.mp3
570.670000	1.0320	342403	morse_32	32	2	30CPM	audio/30-F.mp3
575.936667	1.2240	345563	morse_48	48	2	30CPM	audio/30-V.mp3
581.110000	1.0320	348667	morse_32	32	2	30CPM	audio/30-F.mp3
586.680000	1.4400	352009	morse_50	50	2	30CPM	audio/30-X.mp3
590.023333	0.7920	354015	morse_30	30	2	30CPM	audio/30-D.mp3
593.553333	1.4400	356133	morse_41	41	2	30CPM	audio/30-O.mp3
597.368333	0.3120	358422	morse_35	35	2	30CPM	audio/30-I.mp3
600.903333	1.2720	360543	morse_29	29	2	30CPM	audio/30-C.mp3
607.638333	1.6800	364584	morse_43	43	2	30CPM	audio/30-Q.mp3
613.205000	1.0560	367924	morse_38	38	2	30CPM	audio/30-L.mp3
618.530000	0.7920	371119	morse_44	44	2	30CPM	audio/30-R.mp3
622.573333	1.6800	373545	morse_51	51	2	30CPM	audio/30-Y.mp3
627.375000	0.9600	376426	morse_39	39	2	30CPM	audio/30-M.mp3
630.173333	1.6800	378105	morse_43	43	2	30CPM	audio/30-Q.mp3
634.348333	0.8160	380610	morse_34	34	2	30CPM	audio/30-H.mp3
637.583333	1.0320	382551	morse_28	28	2	30CPM	audio/30-B.mp3
642.758333	0.3120	385656	morse_35	35	2	30CPM	audio/30-I.mp3
648.445000	1.2720	389068	morse_52	52	2	30CPM	audio/30-Z.mp3
654.680000	1.2720	392809	morse_42	42	2	30CPM	audio/30-P.mp3
659.503333	0.5760	395703	morse_45	45	2	30CPM	audio/30-S.mp3
662.723333	0.5520	397635	morse_40	40	2	30CPM	audio/30-N.mp3
667.103333	0.9840	400263	morse_47	47	2	30CPM	audio/30-U.mp3
672.266667	0.7920	403361	morse_44	44	2	30CPM	audio/30-R.mp3
676.878333	0.0720	406128	morse_31	31	2	30CPM	audio/30-E.mp3
680.130000	0.9600	408079	morse_39	39	2	30CPM	audio/30-M.mp3
685.120000	1.4400	411073	morse_50	50	2	30CPM	audio/30-X.mp3
690.985000	1.4400	414592	morse_41	41	2	30CPM	audio/30-O.mp3
696.641667	0.9840	417986	morse_47	47	2	30CPM	audio/30-U.mp3
701.495000	1.2000	420898	morse_49	49	2	30CPM	audio/30-W.mp3
706.860000	1.6800	424117	morse_51	51	2	30CPM	audio/30-Y.mp3
711.915000	1.6800	427150	morse_36	36	2	30CPM	audio/30-J.mp3
715.993333	1.0320	429597	morse_28	28	2	30CPM	audio/30-B.mp3
721.498333	1.2720	432900	morse_29	29	2	30CPM	audio/30-C.mp3
727.658333	0.8160	436596	morse_34	34	2	30CPM	audio/30-H.mp3
732.966667	0.7440	439781	morse_27	27	2	30CPM	audio/30-A.mp3
736.360000	1.2000	441817	morse_49	49	2	30CPM	audio/30-W.mp3
740.125000	1.2000	444076	morse_37	37	2	30CPM	audio/30-K.mp3
746.593333	1.2240	447957	morse_48	48	2	30CPM	audio/30-V.mp3
750.880000	0.4800	450529	morse_46	46	2	30CPM	audio/30-T.mp3
754.981667	1.0560	452990	morse_38	38	2	30CPM	audio/30-L.mp3
758.911667	0.0720	455348	morse_31	31	2	30CPM	audio/30-E.mp3
762.856667	1.2000	457715	morse_37	37	2	30CPM	audio/30-K.mp3
768.366667	1.2720	461021	morse_42	42	2	30CPM	audio/30-P.mp3
773.951667	0.5760	464372	morse_45	45	2	30CPM	audio/30-S.mp3
778.193333	0.7440	466917	morse_27	27	2	30CPM	audio/30-A.mp3
782.326667	0.7920	469397	morse_30	30	2	30CPM	audio/30-D.mp3
786.573333	1.2720	471945	morse_52	52	2	30CPM	audio/30-Z.mp3
791.033333	1.6800	474621	morse_36	36	2	30CPM	audio/30-J.mp3
921.723333	1.4400	553035	morse_69	69	3	40CPM	audio/40-Q.mp3
927.498333	0.6960	556500	morse_56	56	3	40CPM	audio/40-D.mp3
931.900000	1.4400	559141	morse_69	69	3	40CPM	audio/40-Q.mp3
935.758333	0.6960	561456	morse_70	70	3	40CPM	audio/40-R.mp3
939.730000	1.0800	563839	morse_78	78	3	40CPM	audio/40-Z.mp3
942.868333	1.0800	565722	morse_55	55	3	40CPM	audio/40-C.mp3
946.888333	1.0800	568134	morse_68	68	3	40CPM	audio/40-P.mp3
951.586667	0.9120	570953	morse_54	54	3	40CPM	audio/40-B.mp3
955.235000	1.4400	573142	morse_77	77	3	40CPM	audio/40-Y.mp3
960.020000	1.0320	576013	morse_75	75	3	40CPM	audio/40-W.mp3
965.900000	0.8160	579541	morse_65	65	3	40CPM	audio/40-M.mp3
969.605000	0.6960	581764	morse_56	56	3	40CPM	audio/40-D.mp3
974.555000	1.0320	584734	morse_75	75	3	40CPM	audio/40-W.mp3
978.466667	1.0800	587081	morse_68	68	3	40CPM	audio/40-P.mp3
982.071667	1.2240	589244	morse_67	67	3	40CPM	audio/40-O.mp3
986.670000	0.9120	592003	morse_64	64	3	40CPM	audio/40-L.mp3
990.911667	1.2480	594548	morse_76	76	3	40CPM	audio/40-X.mp3
994.688333	0.8880	596814	morse_58	58	3	40CPM	audio/40-F.mp3
998.015000	0.2880	598810	morse_61	61	3	40CPM	audio/40-I.mp3
1002.083333	0.8880	601251	morse_59	59	3	40CPM	audio/40-G.mp3
1006.230000	0.5040	603739	morse_71	71	3	40CPM	audio/40-S.mp3
1010.146667	0.6240	606089	morse_53	53	3	40CPM	audio/40-A.mp3
1015.103333	0.7200	609063	morse_60	60	3	40CPM	audio/40-H.mp3
1018.378333	0.9120	611028	morse_64	64	3	40CPM	audio/40-L.mp3
1024.163333	0.0720	614499	morse_57	57	3	40CPM	audio/40-E.mp3
1026.871667	1.0800	616124	morse_55	55	3	40CPM	audio/40-C.mp3
1031.020000	0.8160	618613	morse_65	65	3	40CPM	audio/40-M.mp3
1035.280000	0.2880	621169	morse_61	61	3	40CPM	audio/40-I.mp3
1039.078333	0.8400	623448	morse_73	73	3	40CPM	audio/40-U.mp3
1042.890000	1.4400	625735	morse_62	62	3	40CPM	audio/40-J.mp3
1047.525000	0.4080	628516	morse_72	72	3	40CPM	audio/40-T.mp3
1051.030000	1.2480	630619	morse_76	76	3	40CPM	audio/40-X.mp3
1054.135000	1.4400	632482	morse_62	62	3	40CPM	audio/40-J.mp3
1057.788333	0.4800	634674	morse_66	66	3	40CPM	audio/40-N.mp3
1062.608333	0.4080	637566	morse_72	72	3	40CPM	audio/40-T.mp3
1067.005000	0.6960	640204	morse_70	70	3	40CPM	audio/40-R.mp3
1070.435000	0.4800	642262	morse_66	66	3	40CPM	audio/40-N.mp3
1073.298333	0.6240	643980	morse_53	53	3	40CPM	audio/40-A.mp3
1076.545000	0.7200	645928	morse_60	60	3	40CPM	audio/40-H.mp3
1079.991667	0.5040	647996	morse_71	71	3	40CPM	audio/40-S.mp3
1083.905000	1.2240	650344	morse_67	67	3	40CPM	audio/40-O.mp3
1088.106667	0.8400	652865	morse_73	73	3	40CPM	audio/40-U.mp3
1092.400000	1.0560	655441	morse_74	74	3	40CPM	audio/40-V.mp3
1096.245000	1.0560	657748	morse_74	74	3	40CPM	audio/40-V.mp3
1100.076667	0.8880	660047	morse_58	58	3	40CPM	audio/40-F.mp3
1105.345000	0.9120	663208	morse_54	54	3	40CPM	audio/40-B.mp3
1108.823333	1.0320	665295	morse_63	63	3	40CPM	audio/40-K.mp3
1112.791667	0.0720	667676	morse_57	57	3	40CPM	audio/40-E.mp3
1117.006667	1.4400	670205	morse_77	77	3	40CPM	audio/40-Y.mp3
1122.211667	1.0800	673328	morse_78	78	3	40CPM	audio/40-Z.mp3
1125.605000	0.8880	675364	morse_59	59	3	40CPM	audio/40-G.mp3
1130.200000	1.0320	678121	morse_63	63	3	40CPM	audio/40-K.mp3
