Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-H	8	1080	1996	3076	4	0
2	block1	15-L	12	1392	2857	4249	3	0
3	block1	15-C	3	1728	519	2247	2	0
4	block1	15-Q	17	2304	2201	4505	1	0
5	block1	15-H	8	1080	787	1867	4	0
6	block1	15-T	20	672	2399	3071	0	0
7	block1	15-U	21	1344	1153	2497	2	0
8	block1	15-B	2	1392	1560	2952	3	0
9	block1	15-N	14	744	1911	2655	1	0
10	block1	15-M	13	1320	2603	3923	1	1
11	block1	15-O	15	1968	481	2449	0	0
12	block1	15-J	10	2304	285	2589	1	0
13	block1	15-Z	26	1704	1025	2729	2	0
14	block1	15-D	4	1056	1864	2920	2	0
15	block1	15-F	6	1392	2272	3664	3	0
16	block1	15-E	5	72	1517	1589	1	0
17	block1	15-G	7	1392	3000	4392	NaN	1
18	block1	15-N	14	744	1106	1850	1	0
19	block1	15-P	16	1728	1873	3601	2	0
20	block1	15-Q	17	2304	2646	4950	1	0
21	block1	15-Z	26	1704	2710	4414	2	0
22	block1	15-Y	25	2304	2969	5273	1	0
23	block1	15-S	19	744	657	1401	3	0
24	block1	15-P	16	1728	2967	4695	2	0
25	block1	15-E	5	72	668	740	1	0
26	block1	15-L	12	1392	2302	3694	2	1
27	block1	15-O	15	1968	389	2357	0	0
28	block1	15-F	6	1392	1761	3153	2	1
29	block1	15-U	21	1344	2044	3388	2	0
30	block1	15-D	4	1056	1587	2643	2	0
31	block1	15-G	7	1392	1847	3239	1	0
32	block1	15-I	9	408	1356	1764	2	0
33	block1	15-I	9	408	637	1045	2	0
34	block1	15-V	22	1680	1012	2692	3	0
35	block1	15-A	1	1008	1766	2774	1	0
36	block1	15-C	3	1728	2440	4168	2	0
37	block1	15-B	2	1392	1954	3346	3	0
38	block1	15-W	23	1656	2269	3925	1	0
39	block1	15-W	23	1656	1796	3452	1	0
40	block1	15-X	24	1992	2249	4241	3	1
41	block1	15-R	18	1080	2913	3993	2	0
42	block1	15-K	11	1656	2336	3992	1	0
43	block1	15-R	18	1080	2547	3627	2	0
44	block1	15-J	10	2304	555	2859	1	0
45	block1	15-K	11	1656	2012	3668	1	0
46	block1	15-T	20	672	1254	1926	0	0
47	block1	15-S	19	744	1242	1986	3	0
48	block1	15-M	13	1320	1311	2631	0	0
49	block1	15-Y	25	2304	2166	4470	1	0
50	block1	15-V	22	1680	2905	4585	3	0
51	block1	15-X	24	1992	2120	4112	2	0
52	block1	15-A	1	1008	2253	3261	1	0
53	block2	30-U	47	984	2355	3339	2	0
54	block2	30-V	48	1224	1384	2608	3	0
55	block2	30-L	38	1056	2453	3509	3	0
56	block2	30-A	27	744	1796	2540	1	0
57	block2	30-P	42	1272	2089	3361	2	0
58	block2	30-O	41	1440	1089	2529	0	0
