onset	duration	sample	trial_type	value	block	speed	stim_file
165.876667	1.3920	99527	morse_7	7	1	15CPM	audio/15-G.mp3
171.493333	1.3440	102897	morse_21	21	1	15CPM	audio/15-U.mp3
177.476667	1.9680	106487	morse_15	15	1	15CPM	audio/15-O.mp3
185.393333	2.3040	111237	morse_17	17	1	15CPM	audio/15-Q.mp3
192.308333	1.7280	115386	morse_16	16	1	15CPM	audio/15-P.mp3
198.643333	1.6560	119187	morse_23	23	1	15CPM	audio/15-W.mp3
203.526667	1.0080	122117	morse_1	1	1	15CPM	audio/15-A.mp3
208.943333	1.6800	125367	morse_22	22	1	15CPM	audio/15-V.mp3
213.558333	1.3200	128136	morse_13	13	1	15CPM	audio/15-M.mp3
220.925000	1.0800	132556	morse_18	18	1	15CPM	audio/15-R.mp3
226.291667	1.0560	135776	morse_4	4	1	15CPM	audio/15-D.mp3
232.608333	1.3920	139566	morse_2	2	1	15CPM	audio/15-B.mp3
236.375000	1.3920	141826	morse_12	12	1	15CPM	audio/15-L.mp3
242.125000	2.3040	145276	morse_10	10	1	15CPM	audio/15-J.mp3
249.408333	0.7440	149646	morse_14	14	1	15CPM	audio/15-N.mp3
255.708333	1.6800	153426	morse_22	22	1	15CPM	audio/15-V.mp3
262.141667	0.7440	157286	morse_14	14	1	15CPM	audio/15-N.mp3
267.225000	1.7280	160336	morse_3	3	1	15CPM	audio/15-C.mp3
273.725000	1.3200	164236	morse_13	13	1	15CPM	audio/15-M.mp3
279.641667	0.7440	167786	morse_19	19	1	15CPM	audio/15-S.mp3
283.391667	0.6720	170036	morse_20	20	1	15CPM	audio/15-T.mp3
287.756667	0.7440	172655	morse_19	19	1	15CPM	audio/15-S.mp3
291.806667	2.3040	175085	morse_25	25	1	15CPM	audio/15-Y.mp3
299.940000	1.3920	179965	morse_6	6	1	15CPM	audio/15-F.mp3
307.190000	1.0800	184315	morse_18	18	1	15CPM	audio/15-R.mp3
313.673333	0.6720	188205	morse_20	20	1	15CPM	audio/15-T.mp3
318.756667	1.7040	191255	morse_26	26	1	15CPM	audio/15-Z.mp3
324.256667	0.4080	194555	morse_9	9	1	15CPM	audio/15-I.mp3
327.606667	1.0800	196565	morse_8	8	1	15CPM	audio/15-H.mp3
332.440000	0.0720	199465	morse_5	5	1	15CPM	audio/15-E.mp3
336.473333	1.0080	201885	morse_1	1	1	15CPM	audio/15-A.mp3
341.356667	1.7040	204815	morse_26	26	1	15CPM	audio/15-Z.mp3
347.540000	1.9680	208525	morse_15	15	1	15CPM	audio/15-O.mp3
353.790000	1.7280	212275	morse_3	3	1	15CPM	audio/15-C.mp3
359.621667	1.9920	215774	morse_24	24	1	15CPM	audio/15-X.mp3
366.340000	2.3040	219805	morse_25	25	1	15CPM	audio/15-Y.mp3
371.940000	1.9920	223165	morse_24	24	1	15CPM	audio/15-X.mp3
378.671667	2.3040	227204	morse_17	17	1	15CPM	audio/15-Q.mp3
385.188333	0.0720	231114	morse_5	5	1	15CPM	audio/15-E.mp3
388.471667	1.6560	233084	morse_11	11	1	15CPM	audio/15-K.mp3
394.121667	1.3920	236474	morse_6	6	1	15CPM	audio/15-F.mp3
400.121667	1.3440	240074	morse_21	21	1	15CPM	audio/15-U.mp3
