Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-A	1	1008	584	1592	1	0
2	block1	15-Z	26	1704	806	2510	2	0
3	block1	15-E	5	72	780	852	1	0
4	block1	15-F	6	1392	1004	2396	3	0
5	block1	15-C	3	1728	831	2559	2	0
6	block1	15-R	18	1080	747	1827	2	0
7	block1	15-Z	26	1704	709	2413	2	0
8	block1	15-V	22	1680	507	2187	3	0
9	block1	15-O	15	1968	805	2773	0	0
10	block1	15-T	20	672	727	1399	0	0
11	block1	15-O	15	1968	657	2625	0	0
12	block1	15-W	23	1656	900	2556	1	0
13	block1	15-S	19	744	957	1701	3	0
14	block1	15-Y	25	2304	968	3272	1	0
15	block1	15-R	18	1080	696	1776	2	0
16	block1	15-L	12	1392	682	2074	3	0
17	block1	15-D	4	1056	623	1679	2	0
18	block1	15-L	12	1392	785	2177	3	0
19	block1	15-H	8	1080	852	1932	4	0
20	block1	15-I	9	408	802	1210	2	0
21	block1	15-G	7	1392	943	2335	1	0
22	block1	15-T	20	672	769	1441	0	0
23	block1	15-C	3	1728	697	2425	2	0
24	block1	15-P	16	1728	719	2447	2	0
25	block1	15-J	10	2304	625	2929	1	0
26	block1	15-M	13	1320	674	1994	0	0
27	block1	15-W	23	1656	801	2457	1	0
28	block1	15-K	11	1656	851	2507	1	0
29	block1	15-Y	25	2304	943	3247	1	0
30	block1	15-E	5	72	730	802	1	0
31	block1	15-U	21	1344	763	2107	2	0
32	block1	15-J	10	2304	520	2824	1	0
33	block1	15-N	14	744	1383	2127	1	0
34	block1	15-G	7	1392	921	2313	1	0
35	block1	15-X	24	1992	419	2411	2	0
36	block1	15-F	6	1392	968	2360	3	0
37	block1	15-D	4	1056	681	1737	2	0
38	block1	15-I	9	408	652	1060	2	0
39	block1	15-K	11	1656	499	2155	1	0
40	block1	15-B	2	1392	754	2146	3	0
41	block1	15-X	24	1992	385	2377	2	0
42	block1	15-Q	17	2304	389	2693	1	0
43	block1	15-N	14	744	826	1570	1	0
44	block1	15-V	22	1680	228	1908	3	0
45	block1	15-U	21	1344	361	1705	2	0
46	block1	15-B	2	1392	595	1987	3	0
47	block1	15-S	19	744	509	1253	3	0
48	block1	15-P	16	1728	1454	3182	3	1
49	block1	15-Q	17	2304	349	2653	1	0
50	block1	15-M	13	1320	1031	2351	0	0
51	block1	15-A	1	1008	683	1691	1	0
52	block1	15-H	8	1080	840	1920	4	0
53	block2	30-Q	43	1680	600	2280	1	0
54	block2	30-T	46	480	745	1225	0	0
55	block2	30-L	38	1056	1084	2140	3	0
56	block2	30-M	39	960	953	1913	0	0
57	block2	30-F	32	1032	2658	3690	3	0
58	block2	30-Z	52	1272	594	1866	2	0
59	block2	30-C	29	1272	980	2252	2	0
60	block2	30-M	39	960	1284	2244	0	0
61	block2	30-X	50	1440	1050	2490	2	0
62	block2	30-L	38	1056	1171	2227	3	0
63	block2	30-G	33	1032	817	1849	1	0
64	block2	30-R	44	792	1483	2275	2	0
65	block2	30-W	49	1200	1396	2596	1	0
66	block2	30-S	45	576	752	1328	3	0
67	block2	30-J	36	1680	761	2441	1	0
68	block2	30-N	40	552	1284	1836	1	0
69	block2	30-H	34	816	755	1571	4	0
70	block2	30-B	28	1032	2174	3206	3	0
71	block2	30-K	37	1200	1021	2221	1	0
72	block2	30-I	35	312	824	1136	2	0
73	block2	30-E	31	72	765	837	1	0
74	block2	30-V	48	1224	1256	2480	3	0
75	block2	30-D	30	792	721	1513	2	0
76	block2	30-Y	51	1680	618	2298	1	0
77	block2	30-S	45	576	776	1352	3	0
78	block2	30-J	36	1680	765	2445	1	0
79	block2	30-R	44	792	1185	1977	2	0
80	block2	30-V	48	1224	2208	3432	3	0
81	block2	30-G	33	1032	755	1787	1	0
82	block2	30-U	47	984	514	1498	2	0
83	block2	30-U	47	984	445	1429	2	0
84	block2	30-P	42	1272	1177	2449	2	0
85	block2	30-W	49	1200	693	1893	1	0
86	block2	30-I	35	312	1069	1381	2	0
87	block2	30-B	28	1032	1934	2966	3	0
88	block2	30-P	42	1272	597	1869	2	0
89	block2	30-X	50	1440	518	1958	2	0
90	block2	30-C	29	1272	839	2111	2	0
91	block2	30-Z	52	1272	558	1830	2	0
92	block2	30-A	27	744	932	1676	1	0
93	block2	30-K	37	1200	1704	2904	2	1
94	block2	30-F	32	1032	1238	2270	3	0
95	block2	30-T	46	480	922	1402	1	1
96	block2	30-O	41	1440	687	2127	0	0
97	block2	30-Q	43	1680	434	2114	1	0
98	block2	30-N	40	552	933	1485	1	0
99	block2	30-A	27	744	519	1263	1	0
100	block2	30-E	31	72	708	780	1	0
101	block2	30-D	30	792	952	1744	2	0
102	block2	30-O	41	1440	579	2019	0	0
103	block2	30-Y	51	1680	402	2082	1	0
104	block2	30-H	34	816	884	1700	4	0
105	block3	40-V	74	1056	1583	2639	3	0
106	block3	40-T	72	408	981	1389	0	0
107	block3	40-B	54	912	937	1849	3	0
108	block3	40-G	59	888	664	1552	1	0
109	block3	40-J	62	1440	501	1941	1	0
110	block3	40-D	56	696	722	1418	2	0
111	block3	40-N	66	480	734	1214	1	0
112	block3	40-U	73	840	391	1231	2	0
113	block3	40-Y	77	1440	435	1875	1	0
114	block3	40-S	71	504	1101	1605	3	0
115	block3	40-B	54	912	1099	2011	3	0
116	block3	40-O	67	1224	769	1993	0	0
117	block3	40-X	76	1248	409	1657	2	0
118	block3	40-H	60	720	965	1685	4	0
119	block3	40-L	64	912	1370	2282	3	0
120	block3	40-L	64	912	1308	2220	3	0
121	block3	40-E	57	72	727	799	1	0
122	block3	40-Z	78	1080	845	1925	2	0
123	block3	40-Y	77	1440	501	1941	1	0
124	block3	40-A	53	624	729	1353	1	0
125	block3	40-W	75	1032	427	1459	1	0
126	block3	40-C	55	1080	954	2034	2	0
127	block3	40-T	72	408	735	1143	0	0
128	block3	40-N	66	480	1102	1582	1	0
129	block3	40-R	70	696	785	1481	2	0
130	block3	40-U	73	840	428	1268	2	0
131	block3	40-A	53	624	792	1416	1	0
132	block3	40-R	70	696	1099	1795	2	0
133	block3	40-E	57	72	679	751	1	0
134	block3	40-D	56	696	585	1281	2	0
135	block3	40-K	63	1032	1735	2767	1	0
136	block3	40-F	58	888	1099	1987	3	0
137	block3	40-P	68	1080	943	2023	2	0
138	block3	40-K	63	1032	1949	2981	1	0
139	block3	40-X	76	1248	350	1598	2	0
140	block3	40-S	71	504	765	1269	3	0
141	block3	40-M	65	816	658	1474	2	1
142	block3	40-C	55	1080	651	1731	2	0
143	block3	40-F	58	888	929	1817	3	0
144	block3	40-Q	69	1440	964	2404	1	0
145	block3	40-V	74	1056	1819	2875	3	0
146	block3	40-I	61	288	633	921	2	0
