Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-E	5	72	1388	1460	1	0
2	block1	15-S	19	744	993	1737	3	0
3	block1	15-O	15	1968	777	2745	0	0
4	block1	15-P	16	1728	920	2648	2	0
5	block1	15-U	21	1344	447	1791	2	0
6	block1	15-J	10	2304	606	2910	1	0
7	block1	15-V	22	1680	581	2261	3	0
8	block1	15-B	2	1392	801	2193	3	0
9	block1	15-X	24	1992	651	2643	2	0
10	block1	15-R	18	1080	778	1858	2	0
11	block1	15-G	7	1392	732	2124	1	0
12	block1	15-Z	26	1704	843	2547	2	0
13	block1	15-P	16	1728	845	2573	2	0
14	block1	15-I	9	408	686	1094	2	0
15	block1	15-W	23	1656	613	2269	1	0
16	block1	15-T	20	672	972	1644	0	0
17	block1	15-A	1	1008	624	1632	1	0
18	block1	15-G	7	1392	641	2033	1	0
19	block1	15-S	19	744	595	1339	3	0
20	block1	15-Y	25	2304	722	3026	1	0
21	block1	15-C	3	1728	716	2444	2	0
22	block1	15-R	18	1080	750	1830	2	0
23	block1	15-X	24	1992	427	2419	2	0
24	block1	15-F	6	1392	919	2311	3	0
25	block1	15-J	10	2304	436	2740	1	0
26	block1	15-I	9	408	658	1066	2	0
27	block1	15-B	2	1392	604	1996	3	0
28	block1	15-A	1	1008	574	1582	1	0
29	block1	15-H	8	1080	512	1592	4	0
30	block1	15-Q	17	2304	383	2687	1	0
31	block1	15-L	12	1392	814	2206	3	0
32	block1	15-E	5	72	901	973	1	0
33	block1	15-C	3	1728	484	2212	2	0
34	block1	15-K	11	1656	774	2430	1	0
35	block1	15-Z	26	1704	723	2427	2	0
36	block1	15-F	6	1392	695	2087	3	0
37	block1	15-V	22	1680	396	2076	3	0
38	block1	15-K	11	1656	597	2253	1	0
39	block1	15-T	20	672	919	1591	0	0
40	block1	15-D	4	1056	774	1830	2	0
41	block1	15-W	23	1656	573	2229	1	0
42	block1	15-U	21	1344	571	1915	2	0
43	block1	15-L	12	1392	762	2154	3	0
44	block1	15-Q	17	2304	676	2980	1	0
45	block1	15-M	13	1320	803	2123	0	0
46	block1	15-H	8	1080	866	1946	4	0
47	block1	15-D	4	1056	972	2028	2	0
48	block1	15-Y	25	2304	489	2793	1	0
49	block1	15-O	15	1968	515	2483	0	0
50	block1	15-N	14	744	716	1460	1	0
51	block1	15-M	13	1320	793	2113	0	0
52	block1	15-N	14	744	706	1450	1	0
53	block2	30-B	28	1032	750	1782	3	0
54	block2	30-F	32	1032	741	1773	3	0
55	block2	30-Z	52	1272	577	1849	2	0
56	block2	30-L	38	1056	590	1646	3	0
57	block2	30-Q	43	1680	509	2189	2	1
58	block2	30-T	46	480	595	1075	1	1
59	block2	30-D	30	792	709	1501	2	0
60	block2	30-A	27	744	537	1281	1	0
61	block2	30-R	44	792	888	1680	2	0
62	block2	30-S	45	576	692	1268	3	0
63	block2	30-W	49	1200	819	2019	1	0
64	block2	30-E	31	72	753	825	1	0
65	block2	30-K	37	1200	781	1981	1	0
66	block2	30-N	40	552	572	1124	1	0
67	block2	30-D	30	792	821	1613	2	0
68	block2	30-W	49	1200	508	1708	1	0
69	block2	30-I	35	312	781	1093	2	0
70	block2	30-Y	51	1680	511	2191	1	0
71	block2	30-X	50	1440	592	2032	2	0
72	block2	30-B	28	1032	914	1946	3	0
73	block2	30-H	34	816	734	1550	4	0
74	block2	30-M	39	960	800	1760	0	0
75	block2	30-I	35	312	694	1006	2	0
76	block2	30-X	50	1440	960	2400	2	0
77	block2	30-R	44	792	671	1463	2	0
