Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-V	22	1680	402	2082	3	0
2	block1	15-P	16	1728	735	2463	2	0
3	block1	15-A	1	1008	589	1597	1	0
4	block1	15-U	21	1344	731	2075	2	0
5	block1	15-A	1	1008	373	1381	1	0
6	block1	15-M	13	1320	1328	2648	0	0
7	block1	15-G	7	1392	489	1881	1	0
8	block1	15-W	23	1656	490	2146	1	0
9	block1	15-G	7	1392	722	2114	1	0
10	block1	15-E	5	72	745	817	1	0
11	block1	15-O	15	1968	739	2707	0	0
12	block1	15-I	9	408	892	1300	2	0
13	block1	15-H	8	1080	1476	2556	4	0
14	block1	15-M	13	1320	729	2049	0	0
15	block1	15-Y	25	2304	905	3209	1	0
16	block1	15-F	6	1392	552	1944	2	1
17	block1	15-B	2	1392	909	2301	3	0
18	block1	15-H	8	1080	1249	2329	4	0
19	block1	15-L	12	1392	790	2182	3	0
20	block1	15-K	11	1656	938	2594	1	0
21	block1	15-S	19	744	720	1464	3	0
22	block1	15-V	22	1680	319	1999	3	0
23	block1	15-T	20	672	795	1467	0	0
24	block1	15-C	3	1728	749	2477	2	0
25	block1	15-C	3	1728	877	2605	2	0
26	block1	15-J	10	2304	422	2726	1	0
27	block1	15-N	14	744	698	1442	1	0
28	block1	15-L	12	1392	998	2390	3	0
29	block1	15-O	15	1968	747	2715	0	0
30	block1	15-R	18	1080	651	1731	2	0
31	block1	15-X	24	1992	347	2339	2	0
32	block1	15-Q	17	2304	379	2683	1	0
33	block1	15-X	24	1992	411	2403	2	0
34	block1	15-R	18	1080	817	1897	2	0
35	block1	15-I	9	408	771	1179	2	0
36	block1	15-N	14	744	489	1233	1	0
37	block1	15-B	2	1392	619	2011	3	0
38	block1	15-J	10	2304	293	2597	1	0
39	block1	15-W	23	1656	456	2112	1	0
40	block1	15-T	20	672	779	1451	0	0
41	block1	15-Z	26	1704	877	2581	2	0
42	block1	15-Z	26	1704	511	2215	2	0
43	block1	15-F	6	1392	1434	2826	3	0
44	block1	15-P	16	1728	1384	3112	2	0
45	block1	15-Q	17	2304	345	2649	1	0
46	block1	15-K	11	1656	624	2280	1	0
47	block1	15-E	5	72	688	760	1	0
48	block1	15-S	19	744	816	1560	3	0
49	block1	15-U	21	1344	283	1627	2	0
50	block1	15-D	4	1056	545	1601	2	0
51	block1	15-D	4	1056	563	1619	2	0
52	block1	15-Y	25	2304	415	2719	1	0
53	block2	30-U	47	984	1012	1996	2	0
54	block2	30-N	40	552	451	1003	1	0
55	block2	30-Z	52	1272	638	1910	2	0
56	block2	30-M	39	960	632	1592	0	0
57	block2	30-G	33	1032	495	1527	1	0
58	block2	30-O	41	1440	458	1898	0	0
59	block2	30-H	34	816	931	1747	4	0
60	block2	30-A	27	744	437	1181	1	0
61	block2	30-F	32	1032	1245	2277	3	0
62	block2	30-B	28	1032	599	1631	3	0
63	block2	30-K	37	1200	477	1677	1	0
64	block2	30-B	28	1032	431	1463	3	0
65	block2	30-I	35	312	744	1056	2	0
66	block2	30-O	41	1440	286	1726	0	0
67	block2	30-E	31	72	634	706	1	0
68	block2	30-V	48	1224	380	1604	3	0
69	block2	30-Y	51	1680	449	2129	1	0
70	block2	30-E	31	72	600	672	1	0
71	block2	30-P	42	1272	908	2180	2	0
