Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-D	4	1056	1623	2679	0	0
2	block1	15-W	23	1656	1742	3398	0	0
3	block1	15-C	3	1728	1033	2761	0	0
4	block1	15-I	9	408	912	1320	1	0
5	block1	15-U	21	1344	478	1822	0	0
6	block1	15-W	23	1656	2320	3976	0	0
7	block1	15-U	21	1344	1354	2698	0	0
8	block1	15-S	19	744	768	1512	1	0
9	block1	15-G	7	1392	1396	2788	0	0
10	block1	15-C	3	1728	662	2390	0	0
11	block1	15-A	1	1008	870	1878	0	0
12	block1	15-X	24	1992	953	2945	1	0
13	block1	15-I	9	408	1648	2056	1	0
14	block1	15-E	5	72	2440	2512	0	1
15	block1	15-T	20	672	2642	3314	0	1
16	block1	15-B	2	1392	1638	3030	0	0
17	block1	15-S	19	744	1607	2351	1	0
18	block1	15-H	8	1080	1228	2308	1	0
19	block1	15-V	22	1680	993	2673	0	0
20	block1	15-V	22	1680	806	2486	0	0
21	block1	15-J	10	2304	1378	3682	0	0
22	block1	15-R	18	1080	1172	2252	1	0
23	block1	15-X	24	1992	1112	3104	1	0
24	block1	15-B	2	1392	1857	3249	0	0
25	block1	15-N	14	744	1469	2213	0	0
26	block1	15-N	14	744	1099	1843	0	0
27	block1	15-K	11	1656	749	2405	1	0
28	block1	15-Z	26	1704	1276	2980	0	0
29	block1	15-M	13	1320	1528	2848	1	0
30	block1	15-Z	26	1704	1018	2722	0	0
31	block1	15-P	16	1728	853	2581	1	0
32	block1	15-O	15	1968	1375	3343	1	0
33	block1	15-J	10	2304	925	3229	0	0
34	block1	15-K	11	1656	2198	3854	1	0
35	block1	15-F	6	1392	1049	2441	1	0
36	block1	15-D	4	1056	1538	2594	0	0
37	block1	15-H	8	1080	1204	2284	1	0
38	block1	15-A	1	1008	1052	2060	0	0
39	block1	15-T	20	672	1997	2669	0	1
40	block1	15-Y	25	2304	1263	3567	1	0
41	block1	15-Q	17	2304	1773	4077	1	1
42	block1	15-Q	17	2304	382	2686	1	1
43	block1	15-E	5	72	2014	2086	1	0
44	block1	15-L	12	1392	1279	2671	1	0
45	block1	15-G	7	1392	2132	3524	0	0
46	block1	15-P	16	1728	1317	3045	1	0
47	block1	15-R	18	1080	665	1745	1	0
48	block1	15-Y	25	2304	1153	3457	1	0
49	block1	15-F	6	1392	984	2376	1	0
50	block1	15-L	12	1392	2134	3526	0	1
51	block1	15-M	13	1320	1376	2696	1	0
52	block1	15-O	15	1968	413	2381	1	0
53	block2	30-M	39	960	2522	3482	0	1
54	block2	30-V	48	1224	940	2164	0	0
55	block2	30-I	35	312	836	1148	1	0
56	block2	30-V	48	1224	880	2104	0	0
57	block2	30-Q	43	1680	929	2609	1	1
58	block2	30-K	37	1200	738	1938	1	0
59	block2	30-S	45	576	1154	1730	1	0
60	block2	30-G	33	1032	1082	2114	0	0
61	block2	30-A	27	744	1564	2308	0	0
62	block2	30-C	29	1272	1333	2605	0	0
63	block2	30-U	47	984	721	1705	0	0
64	block2	30-S	45	576	1326	1902	1	0
65	block2	30-U	47	984	445	1429	0	0
66	block2	30-B	28	1032	1293	2325	0	0
67	block2	30-P	42	1272	1348	2620	1	0
68	block2	30-P	42	1272	967	2239	1	0
69	block2	30-D	30	792	1247	2039	0	0
70	block2	30-Q	43	1680	869	2549	1	1
71	block2	30-R	44	792	1571	2363	0	1
72	block2	30-O	41	1440	2482	3922	0	1
73	block2	30-Z	52	1272	1572	2844	0	0
74	block2	30-Y	51	1680	2921	4601	1	0
75	block2	30-B	28	1032	1267	2299	0	0
76	block2	30-A	27	744	1060	1804	0	0
77	block2	30-F	32	1032	1636	2668	1	0
78	block2	30-E	31	72	1276	1348	1	0
79	block2	30-Z	52	1272	2816	4088	0	0
80	block2	30-T	46	480	1036	1516	1	0
81	block2	30-E	31	72	900	972	1	0
82	block2	30-H	34	816	949	1765	1	0
83	block2	30-L	38	1056	945	2001	1	0
84	block2	30-X	50	1440	995	2435	1	0
85	block2	30-O	41	1440	671	2111	1	0
86	block2	30-J	36	1680	1605	3285	0	0
87	block2	30-W	49	1200	1862	3062	0	0
88	block2	30-L	38	1056	1196	2252	1	0
89	block2	30-I	35	312	1140	1452	1	0
90	block2	30-K	37	1200	1886	3086	1	0
91	block2	30-T	46	480	984	1464	1	0
92	block2	30-W	49	1200	1400	2600	0	0
93	block2	30-N	40	552	1204	1756	0	0
94	block2	30-C	29	1272	1325	2597	1	1
95	block2	30-M	39	960	1092	2052	1	0
96	block2	30-N	40	552	1730	2282	0	0
97	block2	30-Y	51	1680	889	2569	1	0
98	block2	30-X	50	1440	785	2225	1	0
99	block2	30-D	30	792	1417	2209	0	0
100	block2	30-H	34	816	1007	1823	1	0
101	block2	30-R	44	792	1568	2360	1	0
102	block2	30-F	32	1032	1045	2077	1	0
103	block2	30-J	36	1680	1731	3411	0	0
104	block2	30-G	33	1032	2516	3548	0	0
105	block3	40-Z	78	1080	3000	4080	NaN	1
106	block3	40-E	57	72	1149	1221	1	0
107	block3	40-S	71	504	1471	1975	1	0
108	block3	40-U	73	840	631	1471	0	0
109	block3	40-W	75	1032	1553	2585	0	0
110	block3	40-P	68	1080	850	1930	1	0
111	block3	40-E	57	72	865	937	1	0
112	block3	40-C	55	1080	1529	2609	0	0
113	block3	40-V	74	1056	837	1893	0	0
114	block3	40-B	54	912	1292	2204	0	0
115	block3	40-M	65	816	1074	1890	1	0
116	block3	40-U	73	840	1138	1978	0	0
117	block3	40-R	70	696	1010	1706	1	0
118	block3	40-J	62	1440	2048	3488	1	1
119	block3	40-T	72	408	880	1288	1	0
120	block3	40-B	54	912	1444	2356	0	0
121	block3	40-F	58	888	1298	2186	1	0
122	block3	40-Q	69	1440	765	2205	1	1
123	block3	40-L	64	912	824	1736	1	0
124	block3	40-N	66	480	1386	1866	0	0
125	block3	40-H	60	720	949	1669	1	0
126	block3	40-Y	77	1440	1818	3258	1	0
127	block3	40-T	72	408	847	1255	1	0
128	block3	40-M	65	816	1185	2001	1	0
129	block3	40-R	70	696	958	1654	1	0
130	block3	40-D	56	696	1160	1856	0	0
131	block3	40-W	75	1032	1456	2488	0	0
132	block3	40-J	62	1440	1003	2443	0	0
133	block3	40-K	63	1032	2577	3609	1	0
134	block3	40-Y	77	1440	1721	3161	1	0
135	block3	40-I	61	288	1027	1315	1	0
136	block3	40-F	58	888	1141	2029	1	0
137	block3	40-X	76	1248	1287	2535	1	0
138	block3	40-D	56	696	1583	2279	0	0
139	block3	40-O	67	1224	743	1967	1	0
140	block3	40-N	66	480	1649	2129	0	0
141	block3	40-O	67	1224	1330	2554	1	0
142	block3	40-H	60	720	1217	1937	1	0
143	block3	40-I	61	288	887	1175	1	0
144	block3	40-V	74	1056	849	1905	0	0
145	block3	40-S	71	504	1007	1511	1	0
146	block3	40-C	55	1080	1368	2448	0	0
147	block3	40-Q	69	1440	1742	3182	1	1
148	block3	40-G	59	888	1548	2436	0	0
149	block3	40-X	76	1248	916	2164	1	0
150	block3	40-L	64	912	1069	1981	1	0
151	block3	40-A	53	624	1196	1820	0	0
152	block3	40-P	68	1080	1160	2240	1	0
153	block3	40-K	63	1032	1382	2414	1	0
154	block3	40-A	53	624	1180	1804	0	0
155	block3	40-Z	78	1080	1529	2609	0	0
156	block3	40-G	59	888	1266	2154	0	0
