Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-Y	25	2304	884	3188	2	1
2	block1	15-N	14	744	1537	2281	0	1
3	block1	15-H	8	1080	1025	2105	4	0
4	block1	15-D	4	1056	855	1911	2	0
5	block1	15-E	5	72	801	873	1	0
6	block1	15-A	1	1008	1321	2329	1	0
7	block1	15-M	13	1320	522	1842	0	0
8	block1	15-U	21	1344	1159	2503	2	0
9	block1	15-N	14	744	1101	1845	1	0
10	block1	15-V	22	1680	150	1830	3	0
11	block1	15-B	2	1392	694	2086	3	0
12	block1	15-J	10	2304	590	2894	3	1
13	block1	15-T	20	672	1133	1805	0	0
14	block1	15-S	19	744	662	1406	3	0
15	block1	15-L	12	1392	1532	2924	3	0
16	block1	15-X	24	1992	1764	3756	3	1
17	block1	15-K	11	1656	825	2481	2	1
18	block1	15-M	13	1320	568	1888	0	0
19	block1	15-B	2	1392	566	1958	3	0
20	block1	15-Y	25	2304	590	2894	2	1
21	block1	15-P	16	1728	1053	2781	1	1
22	block1	15-R	18	1080	823	1903	2	0
23	block1	15-Z	26	1704	901	2605	2	0
24	block1	15-I	9	408	741	1149	2	0
25	block1	15-X	24	1992	795	2787	3	1
26	block1	15-G	7	1392	1382	2774	1	0
27	block1	15-F	6	1392	1896	3288	2	1
28	block1	15-A	1	1008	656	1664	1	0
29	block1	15-Q	17	2304	424	2728	1	0
30	block1	15-L	12	1392	1262	2654	2	1
31	block1	15-P	16	1728	612	2340	1	1
32	block1	15-W	23	1656	465	2121	1	0
33	block1	15-R	18	1080	794	1874	1	1
34	block1	15-W	23	1656	497	2153	1	0
35	block1	15-H	8	1080	799	1879	4	0
36	block1	15-K	11	1656	1002	2658	0	1
37	block1	15-E	5	72	796	868	1	0
38	block1	15-Q	17	2304	555	2859	1	0
39	block1	15-V	22	1680	388	2068	3	0
40	block1	15-S	19	744	593	1337	3	0
41	block1	15-D	4	1056	992	2048	2	0
42	block1	15-O	15	1968	537	2505	0	0
43	block1	15-Z	26	1704	935	2639	2	0
44	block1	15-J	10	2304	752	3056	1	0
45	block1	15-U	21	1344	1471	2815	2	0
46	block1	15-C	3	1728	1891	3619	2	0
47	block1	15-I	9	408	764	1172	2	0
48	block1	15-T	20	672	1104	1776	0	0
49	block1	15-F	6	1392	1187	2579	3	0
