Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-C	3	1728	1663	3391	2	0
2	block1	15-F	6	1392	1251	2643	3	0
3	block1	15-O	15	1968	2104	4072	0	0
4	block1	15-Z	26	1704	1035	2739	2	0
5	block1	15-E	5	72	1068	1140	1	0
6	block1	15-W	23	1656	1328	2984	1	0
7	block1	15-Q	17	2304	1676	3980	1	0
8	block1	15-P	16	1728	1923	3651	2	0
9	block1	15-S	19	744	923	1667	3	0
10	block1	15-X	24	1992	3000	4992	NaN	1
11	block1	15-T	20	672	1015	1687	0	0
12	block1	15-B	2	1392	691	2083	3	0
13	block1	15-Q	17	2304	1115	3419	1	0
14	block1	15-P	16	1728	1557	3285	2	0
15	block1	15-M	13	1320	1396	2716	0	0
16	block1	15-K	11	1656	1238	2894	1	0
17	block1	15-K	11	1656	902	2558	1	0
18	block1	15-Y	25	2304	760	3064	1	0
19	block1	15-U	21	1344	1460	2804	2	0
20	block1	15-S	19	744	641	1385	3	0
21	block1	15-A	1	1008	1802	2810	1	0
22	block1	15-E	5	72	1078	1150	1	0
23	block1	15-J	10	2304	995	3299	1	0
24	block1	15-L	12	1392	2426	3818	3	0
25	block1	15-D	4	1056	2005	3061	2	0
26	block1	15-C	3	1728	1034	2762	2	0
27	block1	15-N	14	744	1028	1772	1	0
28	block1	15-T	20	672	891	1563	0	0
29	block1	15-M	13	1320	1903	3223	0	0
30	block1	15-J	10	2304	959	3263	1	0
31	block1	15-Z	26	1704	1073	2777	2	0
32	block1	15-N	14	744	1062	1806	1	0
33	block1	15-I	9	408	1258	1666	2	0
34	block1	15-R	18	1080	1924	3004	2	0
35	block1	15-H	8	1080	777	1857	4	0
36	block1	15-O	15	1968	982	2950	3	1
37	block1	15-L	12	1392	1600	2992	3	0
38	block1	15-D	4	1056	1255	2311	2	0
39	block1	15-W	23	1656	927	2583	1	0
40	block1	15-G	7	1392	1176	2568	1	0
41	block1	15-Y	25	2304	2621	4925	1	0
42	block1	15-V	22	1680	843	2523	3	0
43	block1	15-A	1	1008	1745	2753	1	0
44	block1	15-R	18	1080	1569	2649	2	0
45	block1	15-V	22	1680	568	2248	3	0
46	block1	15-G	7	1392	1213	2605	1	0
47	block1	15-F	6	1392	2433	3825	3	0
48	block1	15-H	8	1080	846	1926	4	0
49	block1	15-B	2	1392	2805	4197	3	0
50	block1	15-I	9	408	1031	1439	2	0
51	block1	15-X	24	1992	2252	4244	2	0
52	block1	15-U	21	1344	1231	2575	2	0
53	block2	30-Q	43	1680	2527	4207	1	0
54	block2	30-E	31	72	1311	1383	1	0
55	block2	30-B	28	1032	854	1886	3	0
56	block2	30-X	50	1440	1304	2744	2	0
57	block2	30-T	46	480	1097	1577	0	0
58	block2	30-G	33	1032	1355	2387	1	0
59	block2	30-A	27	744	1336	2080	1	0
60	block2	30-C	29	1272	860	2132	2	0
61	block2	30-R	44	792	1777	2569	2	0
62	block2	30-Y	51	1680	1815	3495	1	0
63	block2	30-Z	52	1272	2028	3300	2	0
64	block2	30-L	38	1056	2227	3283	3	0
65	block2	30-K	37	1200	1107	2307	1	0
66	block2	30-F	32	1032	3000	4032	NaN	1
