Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-P	16	1728	1717	3445	1	1
2	block1	15-W	23	1656	767	2423	1	0
3	block1	15-M	13	1320	820	2140	0	0
4	block1	15-X	24	1992	406	2398	2	0
5	block1	15-B	2	1392	762	2154	3	0
6	block1	15-J	10	2304	388	2692	1	0
7	block1	15-D	4	1056	721	1777	2	0
8	block1	15-I	9	408	714	1122	2	0
9	block1	15-G	7	1392	732	2124	1	0
10	block1	15-T	20	672	909	1581	0	0
11	block1	15-C	3	1728	490	2218	2	0
12	block1	15-U	21	1344	614	1958	2	0
13	block1	15-Z	26	1704	1019	2723	2	0
14	block1	15-K	11	1656	631	2287	1	0
15	block1	15-C	3	1728	484	2212	2	0
16	block1	15-J	10	2304	974	3278	1	0
17	block1	15-M	13	1320	714	2034	0	0
18	block1	15-U	21	1344	966	2310	2	0
19	block1	15-F	6	1392	880	2272	3	0
20	block1	15-N	14	744	962	1706	1	0
21	block1	15-S	19	744	808	1552	3	0
22	block1	15-Q	17	2304	345	2649	1	0
23	block1	15-E	5	72	785	857	1	0
24	block1	15-H	8	1080	1029	2109	4	0
25	block1	15-Z	26	1704	805	2509	2	0
26	block1	15-P	16	1728	881	2609	2	0
27	block1	15-V	22	1680	155	1835	3	0
28	block1	15-R	18	1080	833	1913	2	0
29	block1	15-O	15	1968	563	2531	0	0
30	block1	15-A	1	1008	762	1770	1	0
31	block1	15-N	14	744	945	1689	1	0
32	block1	15-K	11	1656	635	2291	1	0
33	block1	15-I	9	408	687	1095	2	0
34	block1	15-T	20	672	1067	1739	0	0
35	block1	15-L	12	1392	1661	3053	3	0
36	block1	15-X	24	1992	498	2490	2	0
37	block1	15-Q	17	2304	812	3116	1	0
38	block1	15-G	7	1392	1134	2526	1	0
39	block1	15-A	1	1008	563	1571	1	0
40	block1	15-B	2	1392	777	2169	3	0
41	block1	15-D	4	1056	1398	2454	2	0
42	block1	15-V	22	1680	218	1898	3	0
43	block1	15-S	19	744	673	1417	3	0
