Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-D	4	1056	1150	2206	0	0
2	block1	15-G	7	1392	1032	2424	0	0
3	block1	15-M	13	1320	903	2223	1	0
4	block1	15-O	15	1968	316	2284	1	0
5	block1	15-R	18	1080	854	1934	1	0
6	block1	15-M	13	1320	1448	2768	1	0
7	block1	15-T	20	672	1034	1706	1	0
8	block1	15-I	9	408	615	1023	1	0
9	block1	15-Z	26	1704	1082	2786	0	0
10	block1	15-N	14	744	1252	1996	0	0
11	block1	15-Y	25	2304	390	2694	1	0
12	block1	15-U	21	1344	670	2014	0	0
13	block1	15-R	18	1080	682	1762	1	0
14	block1	15-Y	25	2304	543	2847	1	0
15	block1	15-Q	17	2304	287	2591	1	1
16	block1	15-Z	26	1704	1060	2764	0	0
17	block1	15-D	4	1056	1127	2183	0	0
18	block1	15-F	6	1392	1312	2704	1	0
19	block1	15-B	2	1392	1382	2774	0	0
20	block1	15-L	12	1392	1488	2880	0	1
21	block1	15-F	6	1392	734	2126	1	0
22	block1	15-A	1	1008	1002	2010	0	0
23	block1	15-X	24	1992	618	2610	1	0
24	block1	15-P	16	1728	742	2470	1	0
25	block1	15-Q	17	2304	315	2619	1	1
26	block1	15-U	21	1344	327	1671	0	0
27	block1	15-G	7	1392	1430	2822	0	0
28	block1	15-H	8	1080	448	1528	1	0
29	block1	15-P	16	1728	320	2048	1	0
30	block1	15-L	12	1392	515	1907	1	0
31	block1	15-S	19	744	620	1364	1	0
32	block1	15-C	3	1728	899	2627	0	0
33	block1	15-T	20	672	742	1414	1	0
34	block1	15-J	10	2304	846	3150	1	1
35	block1	15-K	11	1656	307	1963	1	0
36	block1	15-X	24	1992	346	2338	1	0
37	block1	15-B	2	1392	838	2230	0	0
38	block1	15-E	5	72	662	734	1	0
39	block1	15-V	22	1680	555	2235	0	0
40	block1	15-A	1	1008	1343	2351	0	0
41	block1	15-J	10	2304	1048	3352	0	0
42	block1	15-W	23	1656	741	2397	0	0
43	block1	15-N	14	744	1042	1786	0	0
44	block1	15-E	5	72	651	723	1	0
45	block1	15-S	19	744	733	1477	1	0
46	block1	15-C	3	1728	914	2642	1	1
47	block1	15-K	11	1656	796	2452	0	1
48	block1	15-H	8	1080	403	1483	1	0
49	block1	15-V	22	1680	302	1982	0	0
50	block1	15-W	23	1656	388	2044	0	0
51	block1	15-I	9	408	628	1036	1	0
52	block1	15-O	15	1968	189	2157	1	0
53	block2	30-N	40	552	1221	1773	0	0
54	block2	30-R	44	792	545	1337	1	0
55	block2	30-W	49	1200	596	1796	0	0
56	block2	30-R	44	792	1300	2092	1	0
57	block2	30-L	38	1056	520	1576	1	0
58	block2	30-C	29	1272	643	1915	0	0
59	block2	30-P	42	1272	531	1803	1	0
60	block2	30-Y	51	1680	1652	3332	0	1
61	block2	30-K	37	1200	474	1674	1	0
62	block2	30-Q	43	1680	402	2082	1	1
63	block2	30-Z	52	1272	466	1738	0	0
64	block2	30-A	27	744	533	1277	0	0
65	block2	30-D	30	792	623	1415	0	0
66	block2	30-U	47	984	525	1509	0	0
67	block2	30-L	38	1056	1194	2250	0	1
68	block2	30-J	36	1680	486	2166	0	0
69	block2	30-T	46	480	510	990	1	0
70	block2	30-K	37	1200	1056	2256	1	0
71	block2	30-Z	52	1272	626	1898	0	0
72	block2	30-Y	51	1680	461	2141	1	0
73	block2	30-X	50	1440	309	1749	1	0
74	block2	30-X	50	1440	338	1778	1	0
75	block2	30-O	41	1440	711	2151	1	0
76	block2	30-E	31	72	577	649	1	0
77	block2	30-B	28	1032	2152	3184	0	0
78	block2	30-Q	43	1680	1908	3588	1	1
79	block2	30-F	32	1032	926	1958	0	1
80	block2	30-W	49	1200	677	1877	1	1
81	block2	30-G	33	1032	1215	2247	1	1
82	block2	30-U	47	984	969	1953	0	0
83	block2	30-V	48	1224	540	1764	0	0
84	block2	30-H	34	816	773	1589	1	0
85	block2	30-O	41	1440	290	1730	1	0
86	block2	30-I	35	312	594	906	1	0
87	block2	30-G	33	1032	906	1938	0	0
88	block2	30-P	42	1272	738	2010	1	0
89	block2	30-V	48	1224	600	1824	0	0
90	block2	30-S	45	576	477	1053	1	0
91	block2	30-B	28	1032	1246	2278	0	0
92	block2	30-E	31	72	522	594	1	0
93	block2	30-F	32	1032	1139	2171	0	1
94	block2	30-M	39	960	479	1439	1	0
95	block2	30-N	40	552	507	1059	1	1
96	block2	30-H	34	816	490	1306	1	0
97	block2	30-C	29	1272	762	2034	0	0
98	block2	30-M	39	960	476	1436	1	0
99	block2	30-D	30	792	752	1544	0	0
100	block2	30-I	35	312	642	954	1	0
101	block2	30-T	46	480	585	1065	1	0
102	block2	30-S	45	576	782	1358	1	0
103	block2	30-J	36	1680	666	2346	0	0
104	block2	30-A	27	744	704	1448	0	0
105	block3	40-L	64	912	552	1464	1	0
106	block3	40-D	56	696	580	1276	0	0
107	block3	40-F	58	888	645	1533	1	0
108	block3	40-M	65	816	517	1333	0	1
109	block3	40-K	63	1032	1221	2253	0	1
110	block3	40-I	61	288	489	777	1	0
111	block3	40-W	75	1032	801	1833	0	0
112	block3	40-V	74	1056	619	1675	0	0
113	block3	40-H	60	720	418	1138	1	0
114	block3	40-X	76	1248	1671	2919	1	0
115	block3	40-N	66	480	995	1475	0	0
116	block3	40-X	76	1248	772	2020	1	0
117	block3	40-Z	78	1080	791	1871	0	0
118	block3	40-G	59	888	1615	2503	0	0
119	block3	40-M	65	816	663	1479	1	0
120	block3	40-H	60	720	336	1056	1	0
121	block3	40-I	61	288	408	696	1	0
122	block3	40-S	71	504	400	904	1	0
123	block3	40-R	70	696	406	1102	0	1
124	block3	40-P	68	1080	766	1846	1	0
