onset	duration	sample	trial_type	value	block	speed	stim_file
203.156667	2.3040	121895	morse_25	25	1	15CPM	audio/15-Y.mp3
208.356667	0.7440	125015	morse_14	14	1	15CPM	audio/15-N.mp3
212.838333	1.0800	127704	morse_8	8	1	15CPM	audio/15-H.mp3
217.488333	1.0560	130494	morse_4	4	1	15CPM	audio/15-D.mp3
221.823333	0.0720	133095	morse_5	5	1	15CPM	audio/15-E.mp3
225.088333	1.0080	135054	morse_1	1	1	15CPM	audio/15-A.mp3
230.355000	1.3200	138214	morse_13	13	1	15CPM	audio/15-M.mp3
234.805000	1.3440	140884	morse_21	21	1	15CPM	audio/15-U.mp3
239.671667	0.7440	143804	morse_14	14	1	15CPM	audio/15-N.mp3
243.305000	1.6800	145984	morse_22	22	1	15CPM	audio/15-V.mp3
247.588333	1.3920	148554	morse_2	2	1	15CPM	audio/15-B.mp3
251.271667	2.3040	150764	morse_10	10	1	15CPM	audio/15-J.mp3
256.538333	0.6720	153924	morse_20	20	1	15CPM	audio/15-T.mp3
261.055000	0.7440	156634	morse_19	19	1	15CPM	audio/15-S.mp3
265.455000	1.3920	159274	morse_12	12	1	15CPM	audio/15-L.mp3
271.438333	1.9920	162864	morse_24	24	1	15CPM	audio/15-X.mp3
277.655000	1.6560	166594	morse_11	11	1	15CPM	audio/15-K.mp3
281.621667	1.3200	168974	morse_13	13	1	15CPM	audio/15-M.mp3
286.805000	1.3920	172084	morse_2	2	1	15CPM	audio/15-B.mp3
291.688333	2.3040	175014	morse_25	25	1	15CPM	audio/15-Y.mp3
296.305000	1.7280	177784	morse_16	16	1	15CPM	audio/15-P.mp3
301.488333	1.0800	180894	morse_18	18	1	15CPM	audio/15-R.mp3
306.105000	1.7040	183664	morse_26	26	1	15CPM	audio/15-Z.mp3
311.003333	0.4080	186603	morse_9	9	1	15CPM	audio/15-I.mp3
315.288333	1.9920	189174	morse_24	24	1	15CPM	audio/15-X.mp3
319.603333	1.3920	191763	morse_7	7	1	15CPM	audio/15-G.mp3
325.553333	1.3920	195333	morse_6	6	1	15CPM	audio/15-F.mp3
330.938333	1.0080	198564	morse_1	1	1	15CPM	audio/15-A.mp3
335.103333	2.3040	201063	morse_17	17	1	15CPM	audio/15-Q.mp3
341.403333	1.3920	204843	morse_12	12	1	15CPM	audio/15-L.mp3
347.336667	1.7280	208403	morse_16	16	1	15CPM	audio/15-P.mp3
352.271667	1.6560	211364	morse_23	23	1	15CPM	audio/15-W.mp3
356.636667	1.0800	213983	morse_18	18	1	15CPM	audio/15-R.mp3
361.870000	1.6560	217123	morse_23	23	1	15CPM	audio/15-W.mp3
365.703333	1.0800	219423	morse_8	8	1	15CPM	audio/15-H.mp3
369.236667	1.6560	221543	morse_11	11	1	15CPM	audio/15-K.mp3
373.570000	0.0720	224143	morse_5	5	1	15CPM	audio/15-E.mp3
377.770000	2.3040	226663	morse_17	17	1	15CPM	audio/15-Q.mp3
383.370000	1.6800	230023	morse_22	22	1	15CPM	audio/15-V.mp3
387.586667	0.7440	232553	morse_19	19	1	15CPM	audio/15-S.mp3
391.703333	1.0560	235023	morse_4	4	1	15CPM	audio/15-D.mp3
396.186667	1.9680	237713	morse_15	15	1	15CPM	audio/15-O.mp3
400.070000	1.7040	240043	morse_26	26	1	15CPM	audio/15-Z.mp3
406.053333	2.3040	243633	morse_10	10	1	15CPM	audio/15-J.mp3
411.436667	1.3440	246863	morse_21	21	1	15CPM	audio/15-U.mp3
416.953333	1.7280	250173	morse_3	3	1	15CPM	audio/15-C.mp3
422.453333	0.4080	253473	morse_9	9	1	15CPM	audio/15-I.mp3
425.686667	0.6720	255413	morse_20	20	1	15CPM	audio/15-T.mp3
430.103333	1.3920	258063	morse_6	6	1	15CPM	audio/15-F.mp3
434.736667	1.7280	260843	morse_3	3	1	15CPM	audio/15-C.mp3
441.386667	1.9680	264833	morse_15	15	1	15CPM	audio/15-O.mp3
446.286667	1.3920	267773	morse_7	7	1	15CPM	audio/15-G.mp3
577.016667	0.8160	346211	morse_34	34	2	30CPM	audio/30-H.mp3
582.695000	0.3120	349618	morse_35	35	2	30CPM	audio/30-I.mp3
586.186667	1.6800	351713	morse_43	43	2	30CPM	audio/30-Q.mp3
591.011667	1.6800	354608	morse_51	51	2	30CPM	audio/30-Y.mp3
595.856667	0.7920	357515	morse_30	30	2	30CPM	audio/30-D.mp3
598.973333	1.0560	359385	morse_38	38	2	30CPM	audio/30-L.mp3
602.578333	0.3120	361548	morse_35	35	2	30CPM	audio/30-I.mp3
604.908333	0.5760	362946	morse_45	45	2	30CPM	audio/30-S.mp3
607.556667	0.9840	364535	morse_47	47	2	30CPM	audio/30-U.mp3
611.451667	0.9600	366872	morse_39	39	2	30CPM	audio/30-M.mp3
616.195000	0.9600	369718	morse_39	39	2	30CPM	audio/30-M.mp3
620.173333	1.2720	372105	morse_52	52	2	30CPM	audio/30-Z.mp3
624.681667	1.4400	374810	morse_41	41	2	30CPM	audio/30-O.mp3
628.965000	1.6800	377380	morse_43	43	2	30CPM	audio/30-Q.mp3
633.276667	1.6800	379967	morse_36	36	2	30CPM	audio/30-J.mp3
637.763333	1.0320	382659	morse_28	28	2	30CPM	audio/30-B.mp3
641.866667	0.7440	385121	morse_27	27	2	30CPM	audio/30-A.mp3
