Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-V	22	1680	863	2543	3	0
2	block1	15-S	19	744	1702	2446	3	0
3	block1	15-V	22	1680	1805	3485	3	0
4	block1	15-Y	25	2304	3000	5304	NaN	1
5	block1	15-I	9	408	909	1317	2	0
6	block1	15-C	3	1728	2049	3777	2	0
7	block1	15-C	3	1728	2366	4094	0	1
8	block1	15-X	24	1992	2153	4145	2	0
9	block1	15-B	2	1392	2259	3651	3	0
10	block1	15-S	19	744	1112	1856	3	0
11	block1	15-L	12	1392	2567	3959	2	1
12	block1	15-J	10	2304	531	2835	1	0
13	block1	15-D	4	1056	2047	3103	2	0
14	block1	15-E	5	72	1591	1663	1	0
15	block1	15-L	12	1392	2585	3977	2	1
16	block1	15-N	14	744	1235	1979	0	1
17	block1	15-J	10	2304	2705	5009	1	0
18	block1	15-M	13	1320	2291	3611	0	0
19	block1	15-H	8	1080	1025	2105	4	0
20	block1	15-A	1	1008	1105	2113	1	0
21	block1	15-G	7	1392	2477	3869	0	1
22	block1	15-K	11	1656	3000	4656	NaN	1
23	block1	15-B	2	1392	2453	3845	3	0
24	block1	15-R	18	1080	1512	2592	2	0
25	block1	15-U	21	1344	1322	2666	2	0
26	block1	15-H	8	1080	1345	2425	4	0
27	block1	15-Q	17	2304	2153	4457	0	1
28	block1	15-A	1	1008	1493	2501	1	0
29	block1	15-Q	17	2304	1580	3884	0	1
30	block1	15-T	20	672	1363	2035	0	0
31	block1	15-T	20	672	1140	1812	0	0
32	block1	15-X	24	1992	1889	3881	2	0
33	block1	15-F	6	1392	1206	2598	2	1
34	block1	15-G	7	1392	2617	4009	0	1
35	block1	15-W	23	1656	2091	3747	1	0
36	block1	15-O	15	1968	566	2534	0	0
37	block1	15-R	18	1080	2681	3761	2	0
38	block1	15-K	11	1656	2319	3975	0	1
39	block1	15-W	23	1656	911	2567	1	0
40	block1	15-P	16	1728	2428	4156	1	1
41	block1	15-E	5	72	996	1068	1	0
42	block1	15-O	15	1968	372	2340	0	0
43	block1	15-M	13	1320	768	2088	0	0
44	block1	15-F	6	1392	1294	2686	2	1
45	block1	15-D	4	1056	2074	3130	1	1
46	block1	15-Z	26	1704	1950	3654	1	1
47	block1	15-U	21	1344	939	2283	2	0
48	block1	15-Z	26	1704	2426	4130	1	1
49	block1	15-N	14	744	1416	2160	0	1
50	block1	15-P	16	1728	1479	3207	1	1
51	block1	15-I	9	408	1067	1475	2	0
52	block1	15-Y	25	2304	2009	4313	1	0
53	block2	30-J	36	1680	2085	3765	1	0
54	block2	30-M	39	960	998	1958	1	1
55	block2	30-C	29	1272	2190	3462	2	0
56	block2	30-Q	43	1680	2220	3900	1	0
57	block2	30-A	27	744	1066	1810	1	0
58	block2	30-N	40	552	1393	1945	0	1
59	block2	30-O	41	1440	1236	2676	0	0
60	block2	30-Z	52	1272	1323	2595	1	1
61	block2	30-C	29	1272	1874	3146	2	0
62	block2	30-N	40	552	2779	3331	0	1
63	block2	30-A	27	744	960	1704	1	0
64	block2	30-X	50	1440	2081	3521	3	1
65	block2	30-M	39	960	1978	2938	0	0
66	block2	30-T	46	480	965	1445	0	0
67	block2	30-V	48	1224	1109	2333	3	0
68	block2	30-R	44	792	2175	2967	1	1
69	block2	30-H	34	816	1298	2114	4	0
70	block2	30-Z	52	1272	1783	3055	2	0
71	block2	30-Y	51	1680	2475	4155	1	0
72	block2	30-Y	51	1680	2447	4127	0	1
73	block2	30-D	30	792	2474	3266	1	1
74	block2	30-H	34	816	1734	2550	4	0
75	block2	30-E	31	72	1171	1243	1	0
76	block2	30-L	38	1056	1719	2775	2	1
77	block2	30-F	32	1032	2154	3186	2	1
78	block2	30-O	41	1440	384	1824	0	0
79	block2	30-U	47	984	918	1902	2	0
80	block2	30-I	35	312	1492	1804	2	0
81	block2	30-D	30	792	1786	2578	2	0
82	block2	30-L	38	1056	2088	3144	3	0
83	block2	30-F	32	1032	2069	3101	2	1
84	block2	30-X	50	1440	2433	3873	2	0
85	block2	30-G	33	1032	2807	3839	0	1
86	block2	30-P	42	1272	876	2148	1	1
87	block2	30-S	45	576	1066	1642	3	0
88	block2	30-P	42	1272	2159	3431	1	1
89	block2	30-S	45	576	1203	1779	3	0
90	block2	30-Q	43	1680	964	2644	0	1
91	block2	30-R	44	792	2912	3704	2	0
92	block2	30-K	37	1200	932	2132	0	1
93	block2	30-K	37	1200	2101	3301	1	0
94	block2	30-W	49	1200	1117	2317	1	0
95	block2	30-B	28	1032	2183	3215	2	1
96	block2	30-I	35	312	856	1168	2	0
97	block2	30-J	36	1680	509	2189	1	0
98	block2	30-G	33	1032	848	1880	0	1
99	block2	30-W	49	1200	665	1865	1	0
100	block2	30-U	47	984	1048	2032	2	0
101	block2	30-E	31	72	935	1007	1	0
102	block2	30-V	48	1224	1734	2958	3	0
103	block2	30-T	46	480	1256	1736	0	0
104	block2	30-B	28	1032	2135	3167	3	0
105	block3	40-S	71	504	1831	2335	3	0
106	block3	40-J	62	1440	1244	2684	1	0
107	block3	40-N	66	480	2782	3262	0	1
108	block3	40-A	53	624	1177	1801	1	0
109	block3	40-L	64	912	1908	2820	3	0
110	block3	40-S	71	504	1052	1556	3	0
111	block3	40-X	76	1248	1993	3241	2	0
112	block3	40-Z	78	1080	1694	2774	2	0
113	block3	40-C	55	1080	2504	3584	0	1
114	block3	40-H	60	720	806	1526	4	0
115	block3	40-W	75	1032	2678	3710	1	0
116	block3	40-C	55	1080	3000	4080	NaN	1
117	block3	40-R	70	696	2253	2949	1	1
118	block3	40-V	74	1056	1413	2469	3	0
119	block3	40-J	62	1440	865	2305	1	0
120	block3	40-P	68	1080	1219	2299	1	1
121	block3	40-H	60	720	2179	2899	4	0
122	block3	40-Z	78	1080	1426	2506	2	0
123	block3	40-M	65	816	674	1490	0	0
124	block3	40-A	53	624	1370	1994	1	0
125	block3	40-U	73	840	1428	2268	2	0
126	block3	40-W	75	1032	1518	2550	1	0
127	block3	40-D	56	696	3000	3696	NaN	1
128	block3	40-X	76	1248	1598	2846	2	0
129	block3	40-Y	77	1440	2249	3689	1	0
130	block3	40-B	54	912	2115	3027	2	1
131	block3	40-L	64	912	1762	2674	3	0
132	block3	40-T	72	408	1103	1511	0	0
133	block3	40-O	67	1224	2132	3356	0	0
134	block3	40-I	61	288	1186	1474	2	0
135	block3	40-F	58	888	1993	2881	2	1
136	block3	40-E	57	72	848	920	1	0
137	block3	40-G	59	888	1575	2463	0	1
138	block3	40-P	68	1080	2639	3719	1	1
139	block3	40-B	54	912	2031	2943	2	1
140	block3	40-D	56	696	3000	3696	NaN	1
141	block3	40-K	63	1032	1537	2569	0	1
142	block3	40-K	63	1032	2228	3260	0	1
143	block3	40-R	70	696	3000	3696	NaN	1
144	block3	40-E	57	72	814	886	1	0
145	block3	40-N	66	480	2153	2633	0	1
146	block3	40-O	67	1224	820	2044	0	0
147	block3	40-Q	69	1440	2055	3495	1	0
148	block3	40-G	59	888	1062	1950	0	1
149	block3	40-T	72	408	956	1364	0	0
150	block3	40-F	58	888	2379	3267	3	0
151	block3	40-Y	77	1440	2456	3896	0	1
152	block3	40-I	61	288	799	1087	2	0
153	block3	40-M	65	816	1781	2597	0	0
154	block3	40-V	74	1056	1772	2828	3	0
155	block3	40-Q	69	1440	1712	3152	1	0
156	block3	40-U	73	840	1398	2238	2	0
