Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-S	19	744	1290	2034	3	0
2	block1	15-T	20	672	1780	2452	1	1
3	block1	15-E	5	72	930	1002	1	0
4	block1	15-Y	25	2304	3000	5304	NaN	1
5	block1	15-K	11	1656	1839	3495	1	0
6	block1	15-V	22	1680	2951	4631	3	0
7	block1	15-T	20	672	1385	2057	1	1
8	block1	15-J	10	2304	1456	3760	1	0
9	block1	15-H	8	1080	2351	3431	4	0
10	block1	15-G	7	1392	1858	3250	1	0
11	block1	15-P	16	1728	2776	4504	0	1
12	block1	15-R	18	1080	2134	3214	2	0
13	block1	15-V	22	1680	2465	4145	3	0
14	block1	15-N	14	744	1349	2093	1	0
15	block1	15-Q	17	2304	2835	5139	3	1
16	block1	15-K	11	1656	2859	4515	1	0
17	block1	15-N	14	744	947	1691	1	0
18	block1	15-Z	26	1704	1980	3684	2	0
19	block1	15-U	21	1344	1995	3339	2	0
20	block1	15-H	8	1080	1615	2695	4	0
21	block1	15-Q	17	2304	1699	4003	1	0
22	block1	15-W	23	1656	969	2625	1	0
23	block1	15-Y	25	2304	1653	3957	2	1
24	block1	15-D	4	1056	1158	2214	2	0
25	block1	15-P	16	1728	998	2726	2	0
26	block1	15-U	21	1344	1175	2519	2	0
27	block1	15-R	18	1080	932	2012	2	0
28	block1	15-I	9	408	917	1325	2	0
29	block1	15-M	13	1320	1954	3274	0	0
30	block1	15-J	10	2304	1019	3323	1	0
31	block1	15-G	7	1392	769	2161	1	0
32	block1	15-A	1	1008	777	1785	1	0
33	block1	15-A	1	1008	901	1909	1	0
34	block1	15-X	24	1992	2107	4099	2	0
35	block1	15-X	24	1992	1705	3697	2	0
36	block1	15-I	9	408	957	1365	2	0
37	block1	15-S	19	744	883	1627	3	0
38	block1	15-B	2	1392	3000	4392	NaN	1
39	block1	15-E	5	72	941	1013	1	0
40	block1	15-C	3	1728	619	2347	2	0
41	block1	15-O	15	1968	928	2896	0	0
42	block1	15-O	15	1968	967	2935	0	0
43	block1	15-L	12	1392	2615	4007	3	0
44	block1	15-W	23	1656	1177	2833	1	0
45	block1	15-B	2	1392	3000	4392	NaN	1
46	block1	15-C	3	1728	704	2432	2	0
47	block1	15-Z	26	1704	1028	2732	2	0
48	block1	15-M	13	1320	1753	3073	0	0
49	block1	15-D	4	1056	965	2021	2	0
50	block1	15-L	12	1392	1789	3181	3	0
51	block1	15-F	6	1392	666	2058	2	1
52	block1	15-F	6	1392	1245	2637	2	1
