Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-U	21	1344	826	2170	2	0
2	block1	15-T	20	672	2582	3254	1	1
3	block1	15-C	3	1728	2135	3863	2	0
4	block1	15-U	21	1344	1996	3340	2	0
5	block1	15-A	1	1008	2164	3172	1	0
6	block1	15-D	4	1056	2212	3268	2	0
7	block1	15-H	8	1080	2459	3539	4	0
8	block1	15-J	10	2304	2665	4969	1	0
9	block1	15-N	14	744	1740	2484	1	0
10	block1	15-L	12	1392	2029	3421	3	0
11	block1	15-I	9	408	1059	1467	2	0
12	block1	15-N	14	744	2348	3092	1	0
13	block1	15-W	23	1656	1769	3425	1	0
14	block1	15-X	24	1992	1219	3211	2	0
15	block1	15-J	10	2304	2137	4441	1	0
16	block1	15-F	6	1392	1987	3379	3	0
17	block1	15-R	18	1080	1222	2302	2	0
18	block1	15-H	8	1080	2043	3123	4	0
19	block1	15-L	12	1392	1383	2775	3	0
20	block1	15-K	11	1656	1933	3589	1	0
21	block1	15-C	3	1728	1154	2882	2	0
22	block1	15-Z	26	1704	1983	3687	2	0
23	block1	15-K	11	1656	2282	3938	1	0
24	block1	15-E	5	72	1241	1313	1	0
25	block1	15-G	7	1392	1814	3206	1	0
26	block1	15-A	1	1008	1870	2878	1	0
27	block1	15-P	16	1728	2624	4352	2	0
28	block1	15-O	15	1968	1285	3253	0	0
29	block1	15-B	2	1392	2133	3525	3	0
30	block1	15-Y	25	2304	2382	4686	1	0
31	block1	15-Q	17	2304	2515	4819	1	0
32	block1	15-P	16	1728	3000	4728	NaN	1
33	block1	15-Y	25	2304	1205	3509	1	0
34	block1	15-E	5	72	1029	1101	1	0
35	block1	15-I	9	408	1009	1417	2	0
36	block1	15-D	4	1056	1901	2957	2	0
37	block1	15-W	23	1656	1750	3406	1	0
38	block1	15-O	15	1968	908	2876	0	0
39	block1	15-M	13	1320	1668	2988	0	0
40	block1	15-M	13	1320	2172	3492	0	0
41	block1	15-G	7	1392	2303	3695	1	0
42	block1	15-S	19	744	1346	2090	3	0
43	block1	15-F	6	1392	2133	3525	3	0
44	block1	15-X	24	1992	2170	4162	2	0
45	block1	15-V	22	1680	871	2551	3	0
46	block1	15-V	22	1680	2129	3809	3	0
47	block1	15-B	2	1392	2242	3634	3	0
48	block1	15-Z	26	1704	2033	3737	2	0
49	block1	15-R	18	1080	992	2072	2	0
50	block1	15-S	19	744	1065	1809	3	0
51	block1	15-Q	17	2304	2352	4656	1	0
52	block1	15-T	20	672	1399	2071	0	0
53	block2	30-C	29	1272	1900	3172	2	0
54	block2	30-Q	43	1680	2293	3973	1	0
55	block2	30-P	42	1272	2528	3800	2	0
56	block2	30-L	38	1056	1815	2871	3	0
57	block2	30-M	39	960	1897	2857	0	0
58	block2	30-C	29	1272	2376	3648	2	0
59	block2	30-K	37	1200	1628	2828	1	0
60	block2	30-G	33	1032	1997	3029	1	0
61	block2	30-L	38	1056	1053	2109	3	0
62	block2	30-X	50	1440	2048	3488	1	1
63	block2	30-A	27	744	1946	2690	1	0
64	block2	30-S	45	576	1095	1671	3	0
65	block2	30-D	30	792	1496	2288	2	0
66	block2	30-I	35	312	1438	1750	2	0
67	block2	30-X	50	1440	2273	3713	2	0
68	block2	30-V	48	1224	1399	2623	3	0
69	block2	30-T	46	480	2063	2543	0	0
70	block2	30-Y	51	1680	2204	3884	1	0
71	block2	30-W	49	1200	1550	2750	1	0
72	block2	30-O	41	1440	1133	2573	0	0
73	block2	30-F	32	1032	2815	3847	3	0
74	block2	30-T	46	480	1275	1755	0	0
75	block2	30-U	47	984	1894	2878	2	0
76	block2	30-H	34	816	1966	2782	4	0
77	block2	30-G	33	1032	1814	2846	1	0
78	block2	30-H	34	816	2082	2898	4	0
79	block2	30-D	30	792	2096	2888	2	0
80	block2	30-Y	51	1680	2079	3759	1	0
81	block2	30-Z	52	1272	2156	3428	2	0
82	block2	30-U	47	984	1043	2027	2	0
83	block2	30-Q	43	1680	2491	4171	1	0
84	block2	30-F	32	1032	2401	3433	3	0
85	block2	30-M	39	960	1860	2820	0	0
86	block2	30-J	36	1680	2930	4610	1	0
87	block2	30-K	37	1200	2654	3854	1	0
88	block2	30-N	40	552	1264	1816	1	0
89	block2	30-E	31	72	922	994	1	0
90	block2	30-Z	52	1272	2185	3457	2	0
91	block2	30-N	40	552	918	1470	1	0
92	block2	30-W	49	1200	2195	3395	1	0
93	block2	30-J	36	1680	2260	3940	1	0
94	block2	30-A	27	744	2182	2926	1	0
95	block2	30-O	41	1440	1771	3211	0	0
96	block2	30-V	48	1224	1995	3219	3	0
97	block2	30-B	28	1032	1850	2882	3	0
98	block2	30-S	45	576	840	1416	3	0
99	block2	30-R	44	792	1784	2576	2	0
100	block2	30-I	35	312	1230	1542	2	0
101	block2	30-R	44	792	1953	2745	2	0
102	block2	30-B	28	1032	2006	3038	3	0
103	block2	30-P	42	1272	2444	3716	2	0
104	block2	30-E	31	72	1080	1152	1	0
105	block3	40-A	53	624	2381	3005	1	0
106	block3	40-I	61	288	913	1201	2	0
107	block3	40-G	59	888	1868	2756	1	0
108	block3	40-S	71	504	2437	2941	3	0
109	block3	40-Y	77	1440	2029	3469	1	0
110	block3	40-O	67	1224	1781	3005	0	0
111	block3	40-M	65	816	1131	1947	0	0
112	block3	40-S	71	504	1595	2099	3	0
113	block3	40-V	74	1056	2359	3415	3	0
114	block3	40-P	68	1080	2116	3196	1	1
115	block3	40-P	68	1080	1806	2886	2	0
116	block3	40-C	55	1080	2145	3225	2	0
117	block3	40-T	72	408	1273	1681	0	0
118	block3	40-H	60	720	1612	2332	4	0
119	block3	40-I	61	288	897	1185	2	0
120	block3	40-D	56	696	1295	1991	2	0
121	block3	40-Y	77	1440	1890	3330	1	0
122	block3	40-T	72	408	1135	1543	0	0
123	block3	40-C	55	1080	2246	3326	2	0
124	block3	40-J	62	1440	1955	3395	1	0
125	block3	40-J	62	1440	1923	3363	1	0
126	block3	40-A	53	624	1568	2192	1	0
127	block3	40-W	75	1032	1728	2760	1	0
128	block3	40-F	58	888	2005	2893	3	0
129	block3	40-L	64	912	2280	3192	2	1
130	block3	40-Z	78	1080	2807	3887	4	1
131	block3	40-K	63	1032	2327	3359	1	0
132	block3	40-N	66	480	954	1434	1	0
133	block3	40-W	75	1032	2125	3157	1	0
134	block3	40-X	76	1248	2232	3480	2	0
135	block3	40-U	73	840	1797	2637	2	0
136	block3	40-Q	69	1440	2561	4001	1	0
137	block3	40-B	54	912	2167	3079	3	0
138	block3	40-K	63	1032	1282	2314	1	0
139	block3	40-N	66	480	1067	1547	1	0
140	block3	40-Z	78	1080	1922	3002	2	0
141	block3	40-E	57	72	909	981	1	0
142	block3	40-U	73	840	1372	2212	2	0
143	block3	40-M	65	816	2370	3186	0	0
144	block3	40-D	56	696	2217	2913	2	0
145	block3	40-Q	69	1440	2401	3841	1	0
146	block3	40-H	60	720	2252	2972	4	0
147	block3	40-F	58	888	2269	3157	3	0
148	block3	40-B	54	912	2020	2932	3	0
149	block3	40-O	67	1224	2090	3314	0	0
150	block3	40-G	59	888	1887	2775	1	0
