Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-Z	26	1704	1888	3592	1	1
2	block1	15-H	8	1080	1133	2213	4	0
3	block1	15-Z	26	1704	1536	3240	2	0
4	block1	15-E	5	72	1191	1263	1	0
5	block1	15-X	24	1992	1172	3164	2	0
6	block1	15-A	1	1008	953	1961	1	0
7	block1	15-G	7	1392	2101	3493	0	1
8	block1	15-V	22	1680	755	2435	3	0
9	block1	15-C	3	1728	2410	4138	2	0
10	block1	15-B	2	1392	3000	4392	NaN	1
11	block1	15-N	14	744	2585	3329	0	1
12	block1	15-R	18	1080	1020	2100	1	1
13	block1	15-Q	17	2304	706	3010	0	1
14	block1	15-T	20	672	1216	1888	0	0
15	block1	15-S	19	744	1097	1841	3	0
16	block1	15-W	23	1656	636	2292	2	1
17	block1	15-Y	25	2304	1360	3664	1	0
18	block1	15-S	19	744	907	1651	3	0
19	block1	15-C	3	1728	1045	2773	0	1
20	block1	15-J	10	2304	620	2924	1	0
21	block1	15-U	21	1344	655	1999	1	1
22	block1	15-X	24	1992	2103	4095	1	1
23	block1	15-D	4	1056	2730	3786	0	1
24	block1	15-M	13	1320	883	2203	0	0
25	block1	15-K	11	1656	1285	2941	0	1
26	block1	15-B	2	1392	754	2146	2	1
27	block1	15-I	9	408	515	923	2	0
28	block1	15-K	11	1656	1663	3319	1	0
29	block1	15-L	12	1392	1753	3145	2	1
30	block1	15-N	14	744	1447	2191	1	0
31	block1	15-D	4	1056	1492	2548	1	1
32	block1	15-Y	25	2304	677	2981	1	0
33	block1	15-F	6	1392	974	2366	2	1
34	block1	15-P	16	1728	1509	3237	1	1
35	block1	15-U	21	1344	647	1991	2	0
36	block1	15-G	7	1392	2830	4222	0	1
37	block1	15-Q	17	2304	1260	3564	1	0
38	block1	15-E	5	72	1150	1222	1	0
39	block1	15-J	10	2304	507	2811	1	0
40	block1	15-R	18	1080	3000	4080	NaN	1
41	block1	15-F	6	1392	994	2386	2	1
42	block1	15-I	9	408	594	1002	2	0
43	block1	15-H	8	1080	1353	2433	4	0
44	block1	15-W	23	1656	850	2506	1	0
45	block1	15-L	12	1392	2562	3954	2	1
46	block1	15-A	1	1008	2013	3021	1	0
47	block1	15-P	16	1728	473	2201	1	1
48	block1	15-V	22	1680	1124	2804	3	0
49	block1	15-M	13	1320	1326	2646	0	0
50	block1	15-T	20	672	988	1660	0	0
51	block1	15-O	15	1968	703	2671	0	0
52	block1	15-O	15	1968	530	2498	0	0
53	block2	30-X	50	1440	961	2401	2	0
54	block2	30-M	39	960	1600	2560	0	0
55	block2	30-T	46	480	2318	2798	0	0
56	block2	30-Z	52	1272	1237	2509	2	0
57	block2	30-G	33	1032	922	1954	1	0
58	block2	30-B	28	1032	2802	3834	3	0
59	block2	30-P	42	1272	2776	4048	2	0
60	block2	30-N	40	552	974	1526	1	0
61	block2	30-H	34	816	1427	2243	4	0
62	block2	30-Z	52	1272	1065	2337	2	0
63	block2	30-E	31	72	852	924	1	0
64	block2	30-P	42	1272	2392	3664	1	1
65	block2	30-V	48	1224	885	2109	3	0
66	block2	30-O	41	1440	616	2056	0	0
67	block2	30-A	27	744	739	1483	1	0
68	block2	30-W	49	1200	1011	2211	1	0
69	block2	30-R	44	792	680	1472	1	1
70	block2	30-F	32	1032	3000	4032	NaN	1
71	block2	30-D	30	792	2329	3121	2	0
72	block2	30-R	44	792	3000	3792	NaN	1
73	block2	30-N	40	552	1376	1928	0	1
74	block2	30-S	45	576	2013	2589	3	0
75	block2	30-B	28	1032	2219	3251	3	0
76	block2	30-H	34	816	946	1762	4	0
77	block2	30-K	37	1200	1140	2340	2	1
78	block2	30-I	35	312	1093	1405	2	0
79	block2	30-I	35	312	682	994	2	0
80	block2	30-C	29	1272	1194	2466	2	0
81	block2	30-U	47	984	1452	2436	2	0
82	block2	30-X	50	1440	2541	3981	2	0
83	block2	30-D	30	792	834	1626	2	0
84	block2	30-L	38	1056	1130	2186	3	0
85	block2	30-W	49	1200	2391	3591	3	1
86	block2	30-U	47	984	1107	2091	2	0
87	block2	30-G	33	1032	1025	2057	0	1
88	block2	30-Y	51	1680	1353	3033	1	0
89	block2	30-L	38	1056	1034	2090	2	1
90	block2	30-T	46	480	1235	1715	0	0
91	block2	30-M	39	960	1181	2141	0	0
92	block2	30-E	31	72	1087	1159	1	0
93	block2	30-Q	43	1680	1189	2869	1	0
94	block2	30-O	41	1440	537	1977	0	0
95	block2	30-A	27	744	1225	1969	1	0
96	block2	30-F	32	1032	3000	4032	NaN	1
97	block2	30-K	37	1200	830	2030	2	1
98	block2	30-V	48	1224	1236	2460	3	0
99	block2	30-S	45	576	739	1315	3	0
100	block2	30-Y	51	1680	1168	2848	1	0
101	block2	30-J	36	1680	572	2252	1	0
102	block2	30-J	36	1680	181	1861	1	0
103	block2	30-Q	43	1680	912	2592	1	0
104	block2	30-C	29	1272	887	2159	2	0
105	block3	40-N	66	480	718	1198	1	0
106	block3	40-V	74	1056	1006	2062	3	0
107	block3	40-B	54	912	2134	3046	3	0
108	block3	40-A	53	624	900	1524	1	0
109	block3	40-I	61	288	932	1220	2	0
110	block3	40-X	76	1248	1716	2964	2	0
111	block3	40-K	63	1032	802	1834	2	1
112	block3	40-G	59	888	1190	2078	0	1
113	block3	40-E	57	72	785	857	1	0
114	block3	40-P	68	1080	3000	4080	NaN	1
115	block3	40-Y	77	1440	3000	4440	NaN	1
116	block3	40-H	60	720	995	1715	4	0
117	block3	40-R	70	696	1881	2577	1	1
118	block3	40-W	75	1032	3000	4032	NaN	1
119	block3	40-P	68	1080	2990	4070	0	1
120	block3	40-Z	78	1080	2618	3698	2	0
121	block3	40-C	55	1080	784	1864	2	0
122	block3	40-T	72	408	1676	2084	0	0
123	block3	40-M	65	816	828	1644	0	0
124	block3	40-R	70	696	1490	2186	1	1
125	block3	40-H	60	720	1174	1894	4	0
126	block3	40-X	76	1248	3000	4248	NaN	1
127	block3	40-B	54	912	1712	2624	3	0
128	block3	40-A	53	624	1955	2579	1	0
129	block3	40-G	59	888	1973	2861	2	1
130	block3	40-S	71	504	749	1253	3	0
131	block3	40-D	56	696	1753	2449	2	0
132	block3	40-N	66	480	1327	1807	1	0
133	block3	40-L	64	912	2581	3493	3	0
134	block3	40-C	55	1080	756	1836	2	0
135	block3	40-D	56	696	860	1556	2	0
136	block3	40-K	63	1032	2191	3223	1	0
137	block3	40-Q	69	1440	923	2363	1	0
138	block3	40-Q	69	1440	437	1877	1	0
139	block3	40-J	62	1440	2211	3651	3	1
140	block3	40-E	57	72	788	860	1	0
141	block3	40-F	58	888	1773	2661	3	0
142	block3	40-F	58	888	2354	3242	2	1
143	block3	40-Z	78	1080	2447	3527	2	0
144	block3	40-M	65	816	1316	2132	0	0
145	block3	40-T	72	408	996	1404	0	0
146	block3	40-O	67	1224	510	1734	0	0
147	block3	40-O	67	1224	758	1982	0	0
148	block3	40-U	73	840	1702	2542	2	0
149	block3	40-Y	77	1440	2934	4374	2	1
150	block3	40-L	64	912	2998	3910	2	1
151	block3	40-V	74	1056	840	1896	2	1
152	block3	40-S	71	504	1246	1750	3	0
153	block3	40-J	62	1440	2801	4241	2	1
154	block3	40-U	73	840	1601	2441	2	0
155	block3	40-I	61	288	861	1149	2	0
156	block3	40-W	75	1032	3000	4032	NaN	1
