Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-K	11	1656	1998	3654	0	1
2	block1	15-M	13	1320	1770	3090	1	0
3	block1	15-D	4	1056	1681	2737	0	0
4	block1	15-L	12	1392	3000	4392	NaN	1
5	block1	15-Y	25	2304	2945	5249	1	0
6	block1	15-C	3	1728	890	2618	1	1
7	block1	15-C	3	1728	1243	2971	1	1
8	block1	15-S	19	744	1093	1837	1	0
9	block1	15-A	1	1008	559	1567	0	0
10	block1	15-G	7	1392	1477	2869	1	1
11	block1	15-B	2	1392	1527	2919	0	0
12	block1	15-P	16	1728	922	2650	0	1
13	block1	15-J	10	2304	1171	3475	0	0
14	block1	15-M	13	1320	1453	2773	1	0
15	block1	15-G	7	1392	1516	2908	1	1
16	block1	15-X	24	1992	1170	3162	1	0
17	block1	15-Z	26	1704	1426	3130	0	0
18	block1	15-K	11	1656	1565	3221	1	0
19	block1	15-D	4	1056	2148	3204	0	0
20	block1	15-J	10	2304	1836	4140	0	0
21	block1	15-L	12	1392	3000	4392	NaN	1
22	block1	15-Z	26	1704	1496	3200	0	0
23	block1	15-W	23	1656	2074	3730	0	0
24	block1	15-N	14	744	2065	2809	1	1
25	block1	15-Q	17	2304	1000	3304	1	1
26	block1	15-S	19	744	1293	2037	1	0
27	block1	15-X	24	1992	1258	3250	1	0
28	block1	15-F	6	1392	1048	2440	0	1
29	block1	15-T	20	672	2128	2800	1	0
30	block1	15-W	23	1656	1431	3087	0	0
31	block1	15-R	18	1080	1021	2101	0	1
32	block1	15-H	8	1080	1106	2186	1	0
33	block1	15-E	5	72	1225	1297	1	0
34	block1	15-B	2	1392	982	2374	0	0
35	block1	15-V	22	1680	634	2314	0	0
36	block1	15-E	5	72	1049	1121	1	0
37	block1	15-F	6	1392	1292	2684	0	1
38	block1	15-H	8	1080	929	2009	1	0
39	block1	15-Y	25	2304	485	2789	0	1
40	block1	15-P	16	1728	1244	2972	0	1
41	block1	15-O	15	1968	1055	3023	1	0
42	block1	15-V	22	1680	791	2471	0	0
43	block1	15-U	21	1344	1392	2736	0	0
44	block1	15-I	9	408	1362	1770	1	0
45	block1	15-A	1	1008	1152	2160	0	0
46	block1	15-U	21	1344	1522	2866	0	0
47	block1	15-R	18	1080	664	1744	0	1
48	block1	15-T	20	672	800	1472	1	0
49	block1	15-N	14	744	1788	2532	1	1
50	block1	15-I	9	408	1370	1778	1	0
51	block1	15-O	15	1968	466	2434	0	1
52	block1	15-Q	17	2304	765	3069	0	0
53	block2	30-U	47	984	826	1810	0	0
54	block2	30-H	34	816	959	1775	1	0
55	block2	30-Q	43	1680	1626	3306	1	1
56	block2	30-M	39	960	1432	2392	1	0
57	block2	30-T	46	480	1698	2178	1	0
58	block2	30-G	33	1032	2714	3746	1	1
59	block2	30-X	50	1440	1299	2739	1	0
60	block2	30-U	47	984	1086	2070	0	0
61	block2	30-M	39	960	1235	2195	1	0
62	block2	30-J	36	1680	1775	3455	0	0
63	block2	30-P	42	1272	3000	4272	NaN	1
64	block2	30-B	28	1032	1356	2388	0	0
65	block2	30-B	28	1032	2006	3038	0	0
66	block2	30-W	49	1200	969	2169	0	0
67	block2	30-F	32	1032	1623	2655	1	0
68	block2	30-H	34	816	882	1698	1	0
69	block2	30-K	37	1200	836	2036	1	0
70	block2	30-A	27	744	2171	2915	0	0
71	block2	30-R	44	792	781	1573	0	1
72	block2	30-Y	51	1680	1413	3093	1	0
73	block2	30-Q	43	1680	1211	2891	1	1
74	block2	30-J	36	1680	1113	2793	0	0
75	block2	30-I	35	312	1123	1435	1	0
76	block2	30-C	29	1272	1357	2629	1	1
77	block2	30-L	38	1056	1067	2123	0	1
78	block2	30-T	46	480	1039	1519	1	0
79	block2	30-L	38	1056	1899	2955	0	1
80	block2	30-K	37	1200	981	2181	1	0
81	block2	30-W	49	1200	1617	2817	0	0
82	block2	30-Y	51	1680	2061	3741	1	0
83	block2	30-O	41	1440	1602	3042	1	0
84	block2	30-N	40	552	1023	1575	1	1
85	block2	30-S	45	576	1587	2163	1	0
86	block2	30-V	48	1224	849	2073	0	0
87	block2	30-D	30	792	2586	3378	0	0
88	block2	30-Z	52	1272	1661	2933	0	0
89	block2	30-X	50	1440	2412	3852	1	0
90	block2	30-E	31	72	885	957	1	0
91	block2	30-Z	52	1272	1180	2452	0	0
92	block2	30-V	48	1224	1783	3007	0	0
93	block2	30-N	40	552	1490	2042	1	1
94	block2	30-P	42	1272	2071	3343	0	1
95	block2	30-O	41	1440	1434	2874	0	1
96	block2	30-F	32	1032	750	1782	0	1
97	block2	30-A	27	744	738	1482	0	0
98	block2	30-S	45	576	884	1460	1	0
99	block2	30-I	35	312	733	1045	1	0
100	block2	30-G	33	1032	1108	2140	0	0
101	block2	30-D	30	792	2517	3309	0	0
102	block2	30-R	44	792	1515	2307	0	1
103	block2	30-E	31	72	1021	1093	1	0
104	block2	30-C	29	1272	889	2161	1	1
105	block3	40-M	65	816	2435	3251	1	0
