onset	duration	sample	trial_type	value	block	speed	stim_file
146.255000	1.9680	87754	morse_15	15	1	15CPM	audio/15-O.mp3
150.330000	1.0080	90199	morse_1	1	1	15CPM	audio/15-A.mp3
155.496667	1.0800	93299	morse_18	18	1	15CPM	audio/15-R.mp3
160.616667	1.0560	96371	morse_4	4	1	15CPM	audio/15-D.mp3
164.916667	1.6800	98951	morse_22	22	1	15CPM	audio/15-V.mp3
169.998333	1.6560	102000	morse_11	11	1	15CPM	audio/15-K.mp3
175.456667	1.3440	105275	morse_21	21	1	15CPM	audio/15-U.mp3
179.036667	2.3040	107423	morse_10	10	1	15CPM	audio/15-J.mp3
184.115000	1.7280	110470	morse_16	16	1	15CPM	audio/15-P.mp3
189.255000	0.6720	113554	morse_20	20	1	15CPM	audio/15-T.mp3
194.351667	0.0720	116612	morse_5	5	1	15CPM	audio/15-E.mp3
196.721667	1.3200	118034	morse_13	13	1	15CPM	audio/15-M.mp3
200.861667	1.6560	120518	morse_11	11	1	15CPM	audio/15-K.mp3
204.756667	1.7280	122855	morse_16	16	1	15CPM	audio/15-P.mp3
210.756667	1.3440	126455	morse_21	21	1	15CPM	audio/15-U.mp3
216.663333	0.4080	129999	morse_9	9	1	15CPM	audio/15-I.mp3
219.843333	1.7280	131907	morse_3	3	1	15CPM	audio/15-C.mp3
225.088333	0.7440	135054	morse_14	14	1	15CPM	audio/15-N.mp3
230.343333	1.7280	138207	morse_3	3	1	15CPM	audio/15-C.mp3
236.510000	1.9680	141907	morse_15	15	1	15CPM	audio/15-O.mp3
241.523333	1.7040	144915	morse_26	26	1	15CPM	audio/15-Z.mp3
249.260000	1.3200	149557	morse_13	13	1	15CPM	audio/15-M.mp3
253.360000	1.0800	152017	morse_18	18	1	15CPM	audio/15-R.mp3
260.103333	1.0800	156063	morse_8	8	1	15CPM	audio/15-H.mp3
264.401667	1.3920	158642	morse_6	6	1	15CPM	audio/15-F.mp3
268.868333	1.0560	161322	morse_4	4	1	15CPM	audio/15-D.mp3
273.945000	0.4080	164368	morse_9	9	1	15CPM	audio/15-I.mp3
277.315000	1.9920	166390	morse_24	24	1	15CPM	audio/15-X.mp3
283.533333	1.3920	170121	morse_7	7	1	15CPM	audio/15-G.mp3
289.073333	0.0720	173445	morse_5	5	1	15CPM	audio/15-E.mp3
292.563333	1.3920	175539	morse_12	12	1	15CPM	audio/15-L.mp3
298.015000	0.7440	178810	morse_19	19	1	15CPM	audio/15-S.mp3
301.880000	2.3040	181129	morse_17	17	1	15CPM	audio/15-Q.mp3
306.855000	1.6560	184114	morse_23	23	1	15CPM	audio/15-W.mp3
311.785000	0.7440	187072	morse_19	19	1	15CPM	audio/15-S.mp3
314.851667	2.3040	188912	morse_25	25	1	15CPM	audio/15-Y.mp3
320.311667	1.6560	192188	morse_23	23	1	15CPM	audio/15-W.mp3
325.220000	1.0800	195133	morse_8	8	1	15CPM	audio/15-H.mp3
328.910000	1.3920	197347	morse_12	12	1	15CPM	audio/15-L.mp3
333.631667	1.3920	200180	morse_7	7	1	15CPM	audio/15-G.mp3
339.711667	0.7440	203828	morse_14	14	1	15CPM	audio/15-N.mp3
346.241667	1.9920	207746	morse_24	24	1	15CPM	audio/15-X.mp3
350.900000	1.3920	210541	morse_2	2	1	15CPM	audio/15-B.mp3
355.445000	1.3920	213268	morse_6	6	1	15CPM	audio/15-F.mp3
362.338333	2.3040	217404	morse_25	25	1	15CPM	audio/15-Y.mp3
368.486667	1.6800	221093	morse_22	22	1	15CPM	audio/15-V.mp3
373.190000	0.6720	223915	morse_20	20	1	15CPM	audio/15-T.mp3
376.793333	2.3040	226077	morse_17	17	1	15CPM	audio/15-Q.mp3
381.983333	2.3040	229191	morse_10	10	1	15CPM	audio/15-J.mp3
387.638333	1.3920	232584	morse_2	2	1	15CPM	audio/15-B.mp3
391.258333	1.0080	234756	morse_1	1	1	15CPM	audio/15-A.mp3
394.203333	1.7040	236523	morse_26	26	1	15CPM	audio/15-Z.mp3
523.900000	1.6800	314341	morse_51	51	2	30CPM	audio/30-Y.mp3
528.795000	1.2720	317278	morse_29	29	2	30CPM	audio/30-C.mp3
534.388333	1.6800	320634	morse_43	43	2	30CPM	audio/30-Q.mp3
538.680000	0.0720	323209	morse_31	31	2	30CPM	audio/30-E.mp3
541.865000	0.3120	325120	morse_35	35	2	30CPM	audio/30-I.mp3
545.346667	1.2240	327209	morse_48	48	2	30CPM	audio/30-V.mp3
549.195000	1.2720	329518	morse_42	42	2	30CPM	audio/30-P.mp3
555.803333	1.2720	333483	morse_42	42	2	30CPM	audio/30-P.mp3
560.778333	1.6800	336468	morse_36	36	2	30CPM	audio/30-J.mp3
565.218333	1.6800	339132	morse_51	51	2	30CPM	audio/30-Y.mp3
569.771667	1.2000	341864	morse_49	49	2	30CPM	audio/30-W.mp3
574.145000	0.7920	344488	morse_30	30	2	30CPM	audio/30-D.mp3
579.285000	0.7920	347572	morse_44	44	2	30CPM	audio/30-R.mp3
582.975000	0.7440	349786	morse_27	27	2	30CPM	audio/30-A.mp3
587.135000	0.4800	352282	morse_46	46	2	30CPM	audio/30-T.mp3
592.220000	0.7440	355333	morse_27	27	2	30CPM	audio/30-A.mp3
596.330000	0.9840	357799	morse_47	47	2	30CPM	audio/30-U.mp3
599.753333	0.9840	359853	morse_47	47	2	30CPM	audio/30-U.mp3
604.156667	0.5520	362495	morse_40	40	2	30CPM	audio/30-N.mp3
607.766667	1.2000	364661	morse_37	37	2	30CPM	audio/30-K.mp3
611.971667	1.2240	367184	morse_48	48	2	30CPM	audio/30-V.mp3
616.631667	1.0320	369980	morse_32	32	2	30CPM	audio/30-F.mp3
622.351667	1.4400	373412	morse_50	50	2	30CPM	audio/30-X.mp3
627.261667	0.5760	376358	morse_45	45	2	30CPM	audio/30-S.mp3
630.606667	1.4400	378365	morse_50	50	2	30CPM	audio/30-X.mp3
634.416667	0.7920	380651	morse_30	30	2	30CPM	audio/30-D.mp3
639.240000	0.9600	383545	morse_39	39	2	30CPM	audio/30-M.mp3
642.723333	1.6800	385635	morse_43	43	2	30CPM	audio/30-Q.mp3
646.351667	1.2720	387812	morse_52	52	2	30CPM	audio/30-Z.mp3
651.891667	1.0320	391136	morse_33	33	2	30CPM	audio/30-G.mp3
657.075000	1.0560	394246	morse_38	38	2	30CPM	audio/30-L.mp3
661.380000	0.0720	396829	morse_31	31	2	30CPM	audio/30-E.mp3
663.706667	0.5520	398225	morse_40	40	2	30CPM	audio/30-N.mp3
668.426667	1.0320	401057	morse_33	33	2	30CPM	audio/30-G.mp3
674.873333	0.7920	404925	morse_44	44	2	30CPM	audio/30-R.mp3
680.235000	0.5760	408142	morse_45	45	2	30CPM	audio/30-S.mp3
684.690000	1.0320	410815	morse_32	32	2	30CPM	audio/30-F.mp3
690.170000	0.9600	414103	morse_39	39	2	30CPM	audio/30-M.mp3
694.536667	1.4400	416723	morse_41	41	2	30CPM	audio/30-O.mp3
698.425000	1.0320	419056	morse_28	28	2	30CPM	audio/30-B.mp3
703.453333	0.3120	422073	morse_35	35	2	30CPM	audio/30-I.mp3
706.380000	1.0320	423829	morse_28	28	2	30CPM	audio/30-B.mp3
710.030000	1.4400	426019	morse_41	41	2	30CPM	audio/30-O.mp3
714.093333	1.2720	428457	morse_29	29	2	30CPM	audio/30-C.mp3
720.595000	0.8160	432358	morse_34	34	2	30CPM	audio/30-H.mp3
724.320000	1.2720	434593	morse_52	52	2	30CPM	audio/30-Z.mp3
728.920000	1.0560	437353	morse_38	38	2	30CPM	audio/30-L.mp3
733.496667	0.4800	440099	morse_46	46	2	30CPM	audio/30-T.mp3
738.083333	1.2000	442851	morse_37	37	2	30CPM	audio/30-K.mp3
742.450000	1.6800	445471	morse_36	36	2	30CPM	audio/30-J.mp3
747.666667	0.8160	448601	morse_34	34	2	30CPM	audio/30-H.mp3
750.758333	1.2000	450456	morse_49	49	2	30CPM	audio/30-W.mp3
880.628333	1.0800	528378	morse_55	55	3	40CPM	audio/40-C.mp3
886.773333	0.8880	532065	morse_58	58	3	40CPM	audio/40-F.mp3
892.885000	1.0320	535732	morse_75	75	3	40CPM	audio/40-W.mp3
896.721667	0.4080	538034	morse_72	72	3	40CPM	audio/40-T.mp3
901.176667	1.2240	540707	morse_67	67	3	40CPM	audio/40-O.mp3
905.011667	0.6240	543008	morse_53	53	3	40CPM	audio/40-A.mp3
910.508333	0.4080	546306	morse_72	72	3	40CPM	audio/40-T.mp3
914.485000	1.4400	548692	morse_77	77	3	40CPM	audio/40-Y.mp3
919.466667	0.4800	551681	morse_66	66	3	40CPM	audio/40-N.mp3
924.356667	1.0560	554615	morse_74	74	3	40CPM	audio/40-V.mp3
929.535000	0.4800	557722	morse_66	66	3	40CPM	audio/40-N.mp3
933.853333	0.8400	560313	morse_73	73	3	40CPM	audio/40-U.mp3
939.648333	0.8880	563790	morse_59	59	3	40CPM	audio/40-G.mp3
944.070000	0.2880	566443	morse_61	61	3	40CPM	audio/40-I.mp3
946.708333	0.8880	568026	morse_58	58	3	40CPM	audio/40-F.mp3
951.893333	1.2240	571137	morse_67	67	3	40CPM	audio/40-O.mp3
956.895000	0.9120	574138	morse_64	64	3	40CPM	audio/40-L.mp3
960.373333	0.9120	576225	morse_54	54	3	40CPM	audio/40-B.mp3
965.113333	0.6960	579069	morse_70	70	3	40CPM	audio/40-R.mp3
970.420000	0.0720	582253	morse_57	57	3	40CPM	audio/40-E.mp3
974.538333	0.0720	584724	morse_57	57	3	40CPM	audio/40-E.mp3
978.666667	1.4400	587201	morse_77	77	3	40CPM	audio/40-Y.mp3
984.918333	1.2480	590952	morse_76	76	3	40CPM	audio/40-X.mp3
988.180000	0.6240	592909	morse_53	53	3	40CPM	audio/40-A.mp3
991.141667	0.6960	594686	morse_56	56	3	40CPM	audio/40-D.mp3
994.791667	0.2880	596876	morse_61	61	3	40CPM	audio/40-I.mp3
998.976667	1.0320	599387	morse_63	63	3	40CPM	audio/40-K.mp3
1003.886667	1.0800	602333	morse_55	55	3	40CPM	audio/40-C.mp3
1011.191667	0.7200	606716	morse_60	60	3	40CPM	audio/40-H.mp3
1015.540000	1.0800	609325	morse_68	68	3	40CPM	audio/40-P.mp3
1022.628333	1.0800	613578	morse_68	68	3	40CPM	audio/40-P.mp3
1028.088333	0.9120	616854	morse_64	64	3	40CPM	audio/40-L.mp3
1033.508333	1.2480	620106	morse_76	76	3	40CPM	audio/40-X.mp3
1037.991667	0.9120	622796	morse_54	54	3	40CPM	audio/40-B.mp3
1043.453333	0.8160	626073	morse_65	65	3	40CPM	audio/40-M.mp3
1047.151667	0.6960	628292	morse_70	70	3	40CPM	audio/40-R.mp3
1052.621667	1.4400	631574	morse_62	62	3	40CPM	audio/40-J.mp3
1058.143333	1.0800	634887	morse_78	78	3	40CPM	audio/40-Z.mp3
1063.936667	0.7200	638363	morse_60	60	3	40CPM	audio/40-H.mp3
1068.570000	0.5040	641143	morse_71	71	3	40CPM	audio/40-S.mp3
1072.533333	1.0800	643521	morse_78	78	3	40CPM	audio/40-Z.mp3
1076.610000	0.6960	645967	morse_56	56	3	40CPM	audio/40-D.mp3
1081.136667	0.8400	648683	morse_73	73	3	40CPM	audio/40-U.mp3
1084.555000	1.0320	650734	morse_75	75	3	40CPM	audio/40-W.mp3
1088.298333	1.4400	652980	morse_69	69	3	40CPM	audio/40-Q.mp3
1093.223333	0.5040	655935	morse_71	71	3	40CPM	audio/40-S.mp3
