Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-D	4	1056	941	1997	1	1
2	block1	15-E	5	72	674	746	1	0
3	block1	15-W	23	1656	624	2280	1	0
4	block1	15-S	19	744	2079	2823	3	0
5	block1	15-N	14	744	2147	2891	1	0
6	block1	15-B	2	1392	1088	2480	2	1
7	block1	15-L	12	1392	1538	2930	2	1
8	block1	15-K	11	1656	1356	3012	0	1
9	block1	15-M	13	1320	920	2240	0	0
10	block1	15-Z	26	1704	1280	2984	1	1
11	block1	15-P	16	1728	546	2274	1	1
12	block1	15-I	9	408	900	1308	2	0
13	block1	15-P	16	1728	1056	2784	1	1
14	block1	15-A	1	1008	740	1748	1	0
15	block1	15-G	7	1392	735	2127	0	1
16	block1	15-Y	25	2304	2196	4500	0	1
17	block1	15-N	14	744	2180	2924	0	1
18	block1	15-M	13	1320	1908	3228	0	0
19	block1	15-A	1	1008	639	1647	1	0
20	block1	15-F	6	1392	1359	2751	2	1
21	block1	15-R	18	1080	483	1563	1	1
22	block1	15-V	22	1680	1810	3490	4	1
23	block1	15-D	4	1056	1603	2659	1	1
24	block1	15-X	24	1992	1001	2993	1	1
25	block1	15-S	19	744	1060	1804	3	0
26	block1	15-V	22	1680	460	2140	4	1
27	block1	15-O	15	1968	610	2578	0	0
28	block1	15-T	20	672	780	1452	1	1
29	block1	15-H	8	1080	914	1994	4	0
30	block1	15-E	5	72	989	1061	1	0
31	block1	15-C	3	1728	1094	2822	0	1
32	block1	15-U	21	1344	825	2169	2	0
33	block1	15-W	23	1656	500	2156	1	0
34	block1	15-Y	25	2304	952	3256	0	1
35	block1	15-Q	17	2304	1785	4089	0	1
36	block1	15-T	20	672	1113	1785	0	0
37	block1	15-B	2	1392	986	2378	2	1
38	block1	15-J	10	2304	1047	3351	1	0
39	block1	15-O	15	1968	1185	3153	0	0
40	block1	15-G	7	1392	1732	3124	1	0
41	block1	15-J	10	2304	914	3218	1	0
42	block1	15-C	3	1728	1046	2774	0	1
43	block1	15-Q	17	2304	2375	4679	0	1
44	block1	15-R	18	1080	1880	2960	1	1
45	block1	15-F	6	1392	1886	3278	2	1
46	block1	15-H	8	1080	768	1848	4	0
47	block1	15-K	11	1656	1044	2700	0	1
48	block1	15-I	9	408	942	1350	2	0
49	block1	15-X	24	1992	460	2452	1	1
50	block1	15-Z	26	1704	777	2481	1	1
51	block1	15-U	21	1344	1485	2829	2	0
52	block1	15-L	12	1392	1426	2818	2	1
53	block2	30-B	28	1032	1591	2623	2	1
54	block2	30-O	41	1440	1732	3172	2	1
55	block2	30-D	30	792	2116	2908	1	1
56	block2	30-J	36	1680	789	2469	3	1
57	block2	30-Y	51	1680	1204	2884	2	1
58	block2	30-U	47	984	1704	2688	3	1
59	block2	30-Y	51	1680	1648	3328	2	1
60	block2	30-N	40	552	1477	2029	0	1
61	block2	30-X	50	1440	812	2252	1	1
62	block2	30-C	29	1272	971	2243	0	1
63	block2	30-D	30	792	1758	2550	1	1
64	block2	30-R	44	792	1777	2569	1	1
65	block2	30-C	29	1272	1064	2336	0	1
66	block2	30-T	46	480	1315	1795	0	0
67	block2	30-P	42	1272	1288	2560	2	0
68	block2	30-H	34	816	1044	1860	4	0
69	block2	30-W	49	1200	1900	3100	1	0
70	block2	30-Z	52	1272	1016	2288	1	1
71	block2	30-B	28	1032	1334	2366	2	1
72	block2	30-A	27	744	874	1618	1	0
73	block2	30-P	42	1272	1628	2900	1	1
74	block2	30-G	33	1032	2674	3706	2	1
75	block2	30-R	44	792	735	1527	1	1
76	block2	30-O	41	1440	2525	3965	2	1
77	block2	30-V	48	1224	407	1631	4	1
78	block2	30-Q	43	1680	2688	4368	1	0
79	block2	30-M	39	960	2244	3204	0	0
80	block2	30-L	38	1056	1184	2240	2	1
81	block2	30-H	34	816	738	1554	4	0
82	block2	30-V	48	1224	18	1242	4	1
83	block2	30-W	49	1200	1953	3153	1	0
84	block2	30-Q	43	1680	1247	2927	1	0
85	block2	30-M	39	960	851	1811	0	0
86	block2	30-G	33	1032	1132	2164	0	1
87	block2	30-U	47	984	652	1636	3	1
88	block2	30-K	37	1200	1022	2222	0	1
89	block2	30-N	40	552	1425	1977	0	1
90	block2	30-L	38	1056	1781	2837	2	1
91	block2	30-I	35	312	853	1165	2	0
92	block2	30-E	31	72	688	760	1	0
93	block2	30-S	45	576	811	1387	3	0
94	block2	30-E	31	72	791	863	1	0
95	block2	30-F	32	1032	1316	2348	3	0
96	block2	30-A	27	744	1174	1918	1	0
97	block2	30-K	37	1200	710	1910	0	1
98	block2	30-X	50	1440	587	2027	1	1
99	block2	30-Z	52	1272	731	2003	1	1
100	block2	30-F	32	1032	668	1700	3	0
101	block2	30-S	45	576	908	1484	3	0
102	block2	30-I	35	312	862	1174	2	0
103	block2	30-J	36	1680	380	2060	1	0
104	block2	30-T	46	480	1249	1729	0	0
105	block3	40-P	68	1080	1374	2454	3	1
106	block3	40-Q	69	1440	1780	3220	2	1
107	block3	40-P	68	1080	543	1623	1	1
108	block3	40-S	71	504	900	1404	3	0
109	block3	40-A	53	624	746	1370	1	0
110	block3	40-C	55	1080	572	1652	0	1
111	block3	40-D	56	696	1259	1955	1	1
112	block3	40-T	72	408	928	1336	0	0
113	block3	40-I	61	288	838	1126	2	0
114	block3	40-O	67	1224	826	2050	2	1
115	block3	40-X	76	1248	1608	2856	1	1
116	block3	40-N	66	480	1185	1665	0	1
117	block3	40-L	64	912	1177	2089	2	1
118	block3	40-Z	78	1080	1949	3029	0	1
119	block3	40-H	60	720	659	1379	4	0
120	block3	40-S	71	504	934	1438	3	0
121	block3	40-T	72	408	948	1356	0	0
122	block3	40-A	53	624	1123	1747	1	0
123	block3	40-U	73	840	1929	2769	2	0
124	block3	40-U	73	840	730	1570	3	1
125	block3	40-B	54	912	3000	3912	NaN	1
126	block3	40-I	61	288	735	1023	2	0
127	block3	40-J	62	1440	1933	3373	1	0
128	block3	40-V	74	1056	993	2049	4	1
129	block3	40-K	63	1032	901	1933	0	1
130	block3	40-W	75	1032	1274	2306	1	0
131	block3	40-N	66	480	1550	2030	0	1
132	block3	40-E	57	72	1004	1076	1	0
133	block3	40-K	63	1032	906	1938	0	1
134	block3	40-M	65	816	3000	3816	NaN	1
135	block3	40-G	59	888	953	1841	0	1
136	block3	40-M	65	816	3000	3816	NaN	1
137	block3	40-W	75	1032	1797	2829	0	1
138	block3	40-L	64	912	1886	2798	1	1
139	block3	40-Y	77	1440	948	2388	2	1
140	block3	40-F	58	888	1895	2783	3	0
141	block3	40-Z	78	1080	3000	4080	NaN	1
142	block3	40-Y	77	1440	1055	2495	0	1
143	block3	40-R	70	696	455	1151	1	1
144	block3	40-D	56	696	3000	3696	NaN	1
145	block3	40-V	74	1056	355	1411	4	1
146	block3	40-C	55	1080	613	1693	0	1
147	block3	40-O	67	1224	1777	3001	3	1
148	block3	40-F	58	888	531	1419	3	0
149	block3	40-X	76	1248	1895	3143	2	0
150	block3	40-R	70	696	786	1482	1	1
151	block3	40-J	62	1440	414	1854	1	0
152	block3	40-G	59	888	1975	2863	1	0
153	block3	40-H	60	720	778	1498	4	0
154	block3	40-B	54	912	1524	2436	2	1
155	block3	40-Q	69	1440	1596	3036	1	0
156	block3	40-E	57	72	1211	1283	1	0
