Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-G	7	1392	2671	4063	3	1
2	block1	15-U	21	1344	2304	3648	4	1
3	block1	15-O	15	1968	3000	4968	NaN	1
4	block1	15-Q	17	2304	1486	3790	1	0
5	block1	15-P	16	1728	3000	4728	NaN	1
6	block1	15-W	23	1656	1446	3102	1	0
7	block1	15-A	1	1008	1612	2620	1	0
8	block1	15-V	22	1680	1272	2952	3	0
9	block1	15-M	13	1320	2750	4070	0	0
10	block1	15-R	18	1080	1841	2921	1	1
11	block1	15-D	4	1056	2251	3307	1	1
12	block1	15-B	2	1392	785	2177	2	1
13	block1	15-L	12	1392	1178	2570	2	1
14	block1	15-J	10	2304	3000	5304	NaN	1
15	block1	15-N	14	744	3000	3744	NaN	1
16	block1	15-V	22	1680	1514	3194	3	0
17	block1	15-N	14	744	2302	3046	1	0
18	block1	15-C	3	1728	2268	3996	2	0
19	block1	15-M	13	1320	2904	4224	0	0
20	block1	15-S	19	744	1666	2410	3	0
21	block1	15-T	20	672	1407	2079	0	0
22	block1	15-S	19	744	878	1622	3	0
23	block1	15-Y	25	2304	3000	5304	NaN	1
24	block1	15-F	6	1392	3000	4392	NaN	1
25	block1	15-R	18	1080	3000	4080	NaN	1
26	block1	15-T	20	672	1667	2339	0	0
27	block1	15-Z	26	1704	1534	3238	2	0
28	block1	15-I	9	408	1463	1871	2	0
29	block1	15-H	8	1080	1830	2910	4	0
30	block1	15-E	5	72	973	1045	1	0
31	block1	15-A	1	1008	1270	2278	1	0
32	block1	15-Z	26	1704	1639	3343	2	0
33	block1	15-O	15	1968	1141	3109	0	0
34	block1	15-C	3	1728	1653	3381	2	0
35	block1	15-X	24	1992	3000	4992	NaN	1
36	block1	15-Y	25	2304	824	3128	1	0
37	block1	15-X	24	1992	3000	4992	NaN	1
38	block1	15-Q	17	2304	1194	3498	1	0
39	block1	15-E	5	72	878	950	1	0
40	block1	15-K	11	1656	844	2500	1	0
41	block1	15-F	6	1392	2164	3556	3	0
42	block1	15-U	21	1344	1206	2550	2	0
43	block1	15-W	23	1656	3000	4656	NaN	1
44	block1	15-I	9	408	1350	1758	2	0
45	block1	15-K	11	1656	1161	2817	1	0
46	block1	15-H	8	1080	1377	2457	4	0
47	block1	15-G	7	1392	1022	2414	1	0
48	block1	15-B	2	1392	3000	4392	NaN	1
49	block1	15-D	4	1056	2254	3310	2	0
50	block1	15-J	10	2304	3000	5304	NaN	1
51	block1	15-P	16	1728	3000	4728	NaN	1
52	block1	15-L	12	1392	2891	4283	3	0
53	block2	30-U	47	984	3000	3984	NaN	1
54	block2	30-D	30	792	3000	3792	NaN	1
55	block2	30-A	27	744	1354	2098	1	0
56	block2	30-K	37	1200	990	2190	1	0
57	block2	30-D	30	792	2413	3205	2	0
58	block2	30-V	48	1224	2271	3495	4	1
59	block2	30-F	32	1032	2253	3285	4	1
60	block2	30-Z	52	1272	3000	4272	NaN	1
61	block2	30-W	49	1200	3000	4200	NaN	1
62	block2	30-O	41	1440	2617	4057	0	0
63	block2	30-G	33	1032	3000	4032	NaN	1
64	block2	30-N	40	552	2156	2708	1	0
65	block2	30-P	42	1272	3000	4272	NaN	1
66	block2	30-G	33	1032	2022	3054	1	0
67	block2	30-H	34	816	1772	2588	4	0
