Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-R	18	1080	893	1973	2	0
2	block1	15-N	14	744	1323	2067	1	0
3	block1	15-X	24	1992	2380	4372	2	0
4	block1	15-F	6	1392	735	2127	3	0
5	block1	15-R	18	1080	1627	2707	2	0
6	block1	15-W	23	1656	3000	4656	NaN	1
7	block1	15-P	16	1728	2958	4686	2	0
8	block1	15-I	9	408	996	1404	2	0
9	block1	15-T	20	672	1404	2076	0	0
10	block1	15-U	21	1344	1564	2908	2	0
11	block1	15-L	12	1392	2481	3873	3	0
12	block1	15-Z	26	1704	990	2694	2	0
13	block1	15-W	23	1656	2294	3950	1	0
14	block1	15-F	6	1392	1246	2638	3	0
15	block1	15-H	8	1080	786	1866	4	0
16	block1	15-U	21	1344	1326	2670	2	0
17	block1	15-E	5	72	994	1066	1	0
18	block1	15-M	13	1320	1240	2560	0	0
19	block1	15-C	3	1728	875	2603	2	0
20	block1	15-B	2	1392	1068	2460	3	0
21	block1	15-S	19	744	943	1687	3	0
22	block1	15-P	16	1728	1568	3296	2	0
23	block1	15-A	1	1008	867	1875	1	0
24	block1	15-I	9	408	1280	1688	2	0
25	block1	15-K	11	1656	2025	3681	1	0
26	block1	15-L	12	1392	922	2314	3	0
27	block1	15-E	5	72	802	874	1	0
28	block1	15-Z	26	1704	1623	3327	2	0
29	block1	15-O	15	1968	965	2933	0	0
30	block1	15-V	22	1680	1134	2814	3	0
31	block1	15-C	3	1728	603	2331	2	0
32	block1	15-X	24	1992	2288	4280	2	0
33	block1	15-N	14	744	1144	1888	1	0
34	block1	15-G	7	1392	1044	2436	1	0
35	block1	15-G	7	1392	768	2160	1	0
36	block1	15-A	1	1008	829	1837	1	0
37	block1	15-J	10	2304	681	2985	1	0
38	block1	15-Q	17	2304	1085	3389	1	0
39	block1	15-K	11	1656	1215	2871	1	0
40	block1	15-Y	25	2304	2620	4924	1	0
41	block1	15-D	4	1056	1225	2281	2	0
42	block1	15-Y	25	2304	1727	4031	1	0
43	block1	15-D	4	1056	1204	2260	2	0
44	block1	15-V	22	1680	1445	3125	3	0
45	block1	15-H	8	1080	1020	2100	4	0
46	block1	15-O	15	1968	1035	3003	0	0
47	block1	15-J	10	2304	354	2658	1	0
48	block1	15-Q	17	2304	1423	3727	1	0
49	block1	15-T	20	672	1517	2189	0	0
50	block1	15-B	2	1392	1000	2392	3	0
51	block1	15-S	19	744	1219	1963	3	0
52	block1	15-M	13	1320	861	2181	0	0
53	block2	30-J	36	1680	1317	2997	1	0
54	block2	30-M	39	960	709	1669	0	0
55	block2	30-P	42	1272	745	2017	2	0
56	block2	30-S	45	576	609	1185	3	0
57	block2	30-X	50	1440	844	2284	2	0
58	block2	30-G	33	1032	1128	2160	1	0
59	block2	30-K	37	1200	534	1734	1	0
60	block2	30-N	40	552	856	1408	1	0
61	block2	30-S	45	576	571	1147	3	0
62	block2	30-U	47	984	968	1952	2	0
63	block2	30-Q	43	1680	828	2508	1	0
64	block2	30-W	49	1200	1088	2288	1	0
65	block2	30-G	33	1032	782	1814	1	0
66	block2	30-D	30	792	737	1529	2	0
67	block2	30-N	40	552	663	1215	1	0
68	block2	30-T	46	480	770	1250	0	0
69	block2	30-A	27	744	1729	2473	1	0
70	block2	30-F	32	1032	2655	3687	3	0
71	block2	30-H	34	816	531	1347	4	0
72	block2	30-B	28	1032	808	1840	3	0
73	block2	30-I	35	312	1169	1481	2	0
74	block2	30-X	50	1440	354	1794	2	0
75	block2	30-H	34	816	516	1332	4	0
76	block2	30-I	35	312	976	1288	2	0
77	block2	30-V	48	1224	896	2120	3	0
78	block2	30-Z	52	1272	654	1926	2	0
79	block2	30-A	27	744	720	1464	1	0
80	block2	30-P	42	1272	972	2244	2	0
81	block2	30-C	29	1272	705	1977	2	0
82	block2	30-O	41	1440	1064	2504	0	0
83	block2	30-L	38	1056	2327	3383	3	0
84	block2	30-R	44	792	841	1633	2	0
85	block2	30-K	37	1200	1326	2526	1	0
86	block2	30-T	46	480	1213	1693	0	0
87	block2	30-Y	51	1680	1241	2921	1	0
88	block2	30-R	44	792	1148	1940	2	0
89	block2	30-J	36	1680	696	2376	1	0
90	block2	30-U	47	984	772	1756	2	0
91	block2	30-E	31	72	815	887	1	0
92	block2	30-Y	51	1680	2013	3693	1	0
93	block2	30-V	48	1224	1114	2338	3	0
94	block2	30-D	30	792	2026	2818	2	0
95	block2	30-O	41	1440	642	2082	0	0
96	block2	30-Q	43	1680	282	1962	1	0
97	block2	30-C	29	1272	807	2079	2	0
98	block2	30-Z	52	1272	636	1908	2	0
99	block2	30-E	31	72	653	725	1	0
100	block2	30-B	28	1032	947	1979	3	0
101	block2	30-L	38	1056	1904	2960	3	0
102	block2	30-W	49	1200	1668	2868	1	0
103	block2	30-F	32	1032	1436	2468	3	0
104	block2	30-M	39	960	1180	2140	0	0
105	block3	40-P	68	1080	2273	3353	2	0
106	block3	40-U	73	840	2110	2950	2	0
107	block3	40-G	59	888	661	1549	1	0
108	block3	40-E	57	72	672	744	1	0
109	block3	40-J	62	1440	336	1776	1	0
110	block3	40-B	54	912	524	1436	3	0
111	block3	40-G	59	888	457	1345	1	0
112	block3	40-P	68	1080	687	1767	2	0
113	block3	40-X	76	1248	495	1743	2	0
114	block3	40-S	71	504	958	1462	3	0
115	block3	40-Y	77	1440	1504	2944	1	0
116	block3	40-D	56	696	775	1471	2	0
117	block3	40-L	64	912	863	1775	3	0
118	block3	40-D	56	696	548	1244	2	0
119	block3	40-R	70	696	638	1334	1	1
120	block3	40-E	57	72	1384	1456	1	0
121	block3	40-Q	69	1440	356	1796	1	0
122	block3	40-R	70	696	1276	1972	2	0
123	block3	40-Q	69	1440	301	1741	1	0
124	block3	40-Z	78	1080	1681	2761	2	0
125	block3	40-M	65	816	1200	2016	0	0
126	block3	40-N	66	480	1449	1929	1	0
127	block3	40-H	60	720	483	1203	4	0
128	block3	40-V	74	1056	1573	2629	3	0
129	block3	40-F	58	888	1551	2439	3	0
130	block3	40-K	63	1032	1329	2361	1	0
131	block3	40-U	73	840	876	1716	2	0
132	block3	40-H	60	720	664	1384	4	0
133	block3	40-O	67	1224	714	1938	0	0
134	block3	40-Z	78	1080	582	1662	2	0
135	block3	40-I	61	288	631	919	2	0
136	block3	40-B	54	912	718	1630	3	0
137	block3	40-K	63	1032	685	1717	1	0
138	block3	40-L	64	912	1303	2215	3	0
139	block3	40-A	53	624	1070	1694	1	0
140	block3	40-I	61	288	763	1051	2	0
141	block3	40-O	67	1224	473	1697	0	0
142	block3	40-N	66	480	598	1078	1	0
143	block3	40-T	72	408	827	1235	0	0
144	block3	40-X	76	1248	628	1876	2	0
145	block3	40-F	58	888	784	1672	3	0
146	block3	40-A	53	624	591	1215	1	0
147	block3	40-S	71	504	689	1193	3	0
148	block3	40-W	75	1032	902	1934	1	0
149	block3	40-C	55	1080	1492	2572	2	0
150	block3	40-C	55	1080	512	1592	2	0
151	block3	40-J	62	1440	1146	2586	1	0
152	block3	40-M	65	816	949	1765	0	0
153	block3	40-W	75	1032	782	1814	1	0
154	block3	40-V	74	1056	897	1953	3	0
155	block3	40-T	72	408	751	1159	0	0
156	block3	40-Y	77	1440	1288	2728	1	0
