onset	duration	sample	trial_type	value	block	speed	stim_file
138.788333	1.7280	83274	morse_3	3	1	15CPM	audio/15-C.mp3
144.356667	1.7280	86615	morse_16	16	1	15CPM	audio/15-P.mp3
148.485000	2.3040	89092	morse_25	25	1	15CPM	audio/15-Y.mp3
153.633333	1.0800	92181	morse_18	18	1	15CPM	audio/15-R.mp3
157.025000	0.6720	94216	morse_20	20	1	15CPM	audio/15-T.mp3
161.875000	1.3920	97126	morse_2	2	1	15CPM	audio/15-B.mp3
166.793333	1.3200	100077	morse_13	13	1	15CPM	audio/15-M.mp3
171.170000	0.7440	102703	morse_14	14	1	15CPM	audio/15-N.mp3
175.348333	1.9680	105210	morse_15	15	1	15CPM	audio/15-O.mp3
180.550000	1.0560	108331	morse_4	4	1	15CPM	audio/15-D.mp3
184.791667	1.6560	110876	morse_23	23	1	15CPM	audio/15-W.mp3
189.968333	0.6720	113982	morse_20	20	1	15CPM	audio/15-T.mp3
194.396667	1.6560	116639	morse_11	11	1	15CPM	audio/15-K.mp3
199.918333	1.0800	119952	morse_8	8	1	15CPM	audio/15-H.mp3
203.945000	1.3200	122368	morse_13	13	1	15CPM	audio/15-M.mp3
208.360000	1.9920	125017	morse_24	24	1	15CPM	audio/15-X.mp3
213.356667	1.3920	128015	morse_7	7	1	15CPM	audio/15-G.mp3
218.348333	0.0720	131010	morse_5	5	1	15CPM	audio/15-E.mp3
221.100000	0.7440	132661	morse_14	14	1	15CPM	audio/15-N.mp3
224.455000	1.0800	134674	morse_8	8	1	15CPM	audio/15-H.mp3
229.068333	2.3040	137442	morse_10	10	1	15CPM	audio/15-J.mp3
235.518333	1.0080	141312	morse_1	1	1	15CPM	audio/15-A.mp3
238.821667	1.6560	143294	morse_11	11	1	15CPM	audio/15-K.mp3
243.413333	1.0800	146049	morse_18	18	1	15CPM	audio/15-R.mp3
248.483333	2.3040	149091	morse_17	17	1	15CPM	audio/15-Q.mp3
253.731667	0.4080	152240	morse_9	9	1	15CPM	audio/15-I.mp3
257.811667	0.4080	154688	morse_9	9	1	15CPM	audio/15-I.mp3
262.371667	1.9680	157424	morse_15	15	1	15CPM	audio/15-O.mp3
266.941667	1.3920	160166	morse_12	12	1	15CPM	audio/15-L.mp3
271.961667	1.3920	163178	morse_6	6	1	15CPM	audio/15-F.mp3
275.860000	0.0720	165517	morse_5	5	1	15CPM	audio/15-E.mp3
278.126667	1.3920	166877	morse_2	2	1	15CPM	audio/15-B.mp3
282.338333	2.3040	169404	morse_17	17	1	15CPM	audio/15-Q.mp3
287.256667	1.7040	172355	morse_26	26	1	15CPM	audio/15-Z.mp3
293.153333	1.6800	175893	morse_22	22	1	15CPM	audio/15-V.mp3
298.743333	1.9920	179247	morse_24	24	1	15CPM	audio/15-X.mp3
303.913333	1.6560	182349	morse_23	23	1	15CPM	audio/15-W.mp3
308.693333	1.7280	185217	morse_16	16	1	15CPM	audio/15-P.mp3
314.638333	2.3040	188784	morse_25	25	1	15CPM	audio/15-Y.mp3
320.155000	0.7440	192094	morse_19	19	1	15CPM	audio/15-S.mp3
324.538333	1.0560	194724	morse_4	4	1	15CPM	audio/15-D.mp3
329.358333	1.3440	197616	morse_21	21	1	15CPM	audio/15-U.mp3
334.846667	1.7280	200909	morse_3	3	1	15CPM	audio/15-C.mp3
340.155000	1.7040	204094	morse_26	26	1	15CPM	audio/15-Z.mp3
345.771667	1.6800	207464	morse_22	22	1	15CPM	audio/15-V.mp3
351.326667	1.0080	210797	morse_1	1	1	15CPM	audio/15-A.mp3
355.078333	1.3920	213048	morse_6	6	1	15CPM	audio/15-F.mp3
360.743333	0.7440	216447	morse_19	19	1	15CPM	audio/15-S.mp3
364.601667	1.3440	218762	morse_21	21	1	15CPM	audio/15-U.mp3
368.888333	1.3920	221334	morse_12	12	1	15CPM	audio/15-L.mp3
373.673333	2.3040	224205	morse_10	10	1	15CPM	audio/15-J.mp3
379.713333	1.3920	227829	morse_7	7	1	15CPM	audio/15-G.mp3
508.756667	0.8160	305255	morse_34	34	2	30CPM	audio/30-H.mp3
513.033333	1.2720	307821	morse_29	29	2	30CPM	audio/30-C.mp3
517.311667	0.7920	310388	morse_44	44	2	30CPM	audio/30-R.mp3
522.881667	1.0560	313730	morse_38	38	2	30CPM	audio/30-L.mp3
526.568333	0.5520	315942	morse_40	40	2	30CPM	audio/30-N.mp3
531.171667	1.0320	318704	morse_33	33	2	30CPM	audio/30-G.mp3
535.256667	1.0320	321155	morse_28	28	2	30CPM	audio/30-B.mp3
540.150000	1.2720	324091	morse_52	52	2	30CPM	audio/30-Z.mp3
544.580000	1.2240	326749	morse_48	48	2	30CPM	audio/30-V.mp3
548.513333	1.0320	329109	morse_32	32	2	30CPM	audio/30-F.mp3
553.828333	0.5760	332298	morse_45	45	2	30CPM	audio/30-S.mp3
558.900000	1.0320	335341	morse_32	32	2	30CPM	audio/30-F.mp3
563.876667	0.9600	338327	morse_39	39	2	30CPM	audio/30-M.mp3
567.691667	1.6800	340616	morse_43	43	2	30CPM	audio/30-Q.mp3
571.993333	1.2720	343197	morse_52	52	2	30CPM	audio/30-Z.mp3
577.006667	0.7440	346205	morse_27	27	2	30CPM	audio/30-A.mp3
582.181667	0.9840	349310	morse_47	47	2	30CPM	audio/30-U.mp3
587.850000	0.7920	352711	morse_30	30	2	30CPM	audio/30-D.mp3
592.991667	0.7440	355796	morse_27	27	2	30CPM	audio/30-A.mp3
596.776667	1.2720	358067	morse_42	42	2	30CPM	audio/30-P.mp3
601.926667	1.2240	361157	morse_48	48	2	30CPM	audio/30-V.mp3
607.106667	1.4400	364265	morse_41	41	2	30CPM	audio/30-O.mp3
611.335000	0.3120	366802	morse_35	35	2	30CPM	audio/30-I.mp3
615.221667	0.5520	369134	morse_40	40	2	30CPM	audio/30-N.mp3
620.186667	0.9840	372113	morse_47	47	2	30CPM	audio/30-U.mp3
625.331667	1.6800	375200	morse_51	51	2	30CPM	audio/30-Y.mp3
631.816667	1.4400	379091	morse_41	41	2	30CPM	audio/30-O.mp3
636.748333	1.0560	382050	morse_38	38	2	30CPM	audio/30-L.mp3
640.158333	1.0320	384096	morse_33	33	2	30CPM	audio/30-G.mp3
647.143333	1.2720	388287	morse_29	29	2	30CPM	audio/30-C.mp3
652.418333	1.6800	391452	morse_51	51	2	30CPM	audio/30-Y.mp3
658.411667	0.8160	395048	morse_34	34	2	30CPM	audio/30-H.mp3
661.396667	0.0720	396839	morse_31	31	2	30CPM	audio/30-E.mp3
664.978333	0.7920	398988	morse_44	44	2	30CPM	audio/30-R.mp3
668.796667	0.4800	401279	morse_46	46	2	30CPM	audio/30-T.mp3
672.986667	1.2000	403793	morse_49	49	2	30CPM	audio/30-W.mp3
678.485000	1.6800	407092	morse_36	36	2	30CPM	audio/30-J.mp3
682.960000	1.4400	409777	morse_50	50	2	30CPM	audio/30-X.mp3
688.393333	1.4400	413037	morse_50	50	2	30CPM	audio/30-X.mp3
694.586667	1.6800	416753	morse_43	43	2	30CPM	audio/30-Q.mp3
700.223333	0.4800	420135	morse_46	46	2	30CPM	audio/30-T.mp3
704.285000	0.5760	422572	morse_45	45	2	30CPM	audio/30-S.mp3
707.583333	1.2000	424551	morse_37	37	2	30CPM	audio/30-K.mp3
713.973333	0.3120	428385	morse_35	35	2	30CPM	audio/30-I.mp3
717.221667	1.2720	430334	morse_42	42	2	30CPM	audio/30-P.mp3
721.598333	1.6800	432960	morse_36	36	2	30CPM	audio/30-J.mp3
726.376667	1.0320	435827	morse_28	28	2	30CPM	audio/30-B.mp3
