onset	duration	sample	trial_type	value	block	speed	stim_file
144.411667	1.9920	86648	morse_24	24	1	15CPM	audio/15-X.mp3
149.570000	1.6560	89743	morse_11	11	1	15CPM	audio/15-K.mp3
154.780000	1.6560	92869	morse_23	23	1	15CPM	audio/15-W.mp3
159.351667	0.0720	95612	morse_5	5	1	15CPM	audio/15-E.mp3
162.231667	1.3920	97340	morse_2	2	1	15CPM	audio/15-B.mp3
167.190000	1.3440	100315	morse_21	21	1	15CPM	audio/15-U.mp3
172.306667	0.7440	103385	morse_14	14	1	15CPM	audio/15-N.mp3
175.026667	1.9680	105017	morse_15	15	1	15CPM	audio/15-O.mp3
179.771667	2.3040	107864	morse_25	25	1	15CPM	audio/15-Y.mp3
185.715000	1.3920	111430	morse_6	6	1	15CPM	audio/15-F.mp3
191.153333	1.3440	114693	morse_21	21	1	15CPM	audio/15-U.mp3
196.365000	0.4080	117820	morse_9	9	1	15CPM	audio/15-I.mp3
200.243333	1.3920	120147	morse_6	6	1	15CPM	audio/15-F.mp3
204.746667	1.3920	122849	morse_12	12	1	15CPM	audio/15-L.mp3
208.786667	1.0080	125273	morse_1	1	1	15CPM	audio/15-A.mp3
213.331667	1.6560	128000	morse_23	23	1	15CPM	audio/15-W.mp3
217.463333	1.7040	130479	morse_26	26	1	15CPM	audio/15-Z.mp3
221.261667	1.9680	132758	morse_15	15	1	15CPM	audio/15-O.mp3
225.326667	1.3920	135197	morse_2	2	1	15CPM	audio/15-B.mp3
230.351667	1.9920	138212	morse_24	24	1	15CPM	audio/15-X.mp3
236.188333	1.0560	141714	morse_4	4	1	15CPM	audio/15-D.mp3
239.693333	1.7040	143817	morse_26	26	1	15CPM	audio/15-Z.mp3
243.251667	0.7440	145952	morse_14	14	1	15CPM	audio/15-N.mp3
246.758333	1.0800	148056	morse_18	18	1	15CPM	audio/15-R.mp3
250.756667	1.0560	150455	morse_4	4	1	15CPM	audio/15-D.mp3
255.048333	1.6800	153030	morse_22	22	1	15CPM	audio/15-V.mp3
259.765000	0.6720	155860	morse_20	20	1	15CPM	audio/15-T.mp3
264.883333	0.7440	158931	morse_19	19	1	15CPM	audio/15-S.mp3
267.963333	1.7280	160779	morse_16	16	1	15CPM	audio/15-P.mp3
273.960000	1.6560	164377	morse_11	11	1	15CPM	audio/15-K.mp3
277.625000	2.3040	166576	morse_17	17	1	15CPM	audio/15-Q.mp3
281.783333	0.0720	169071	morse_5	5	1	15CPM	audio/15-E.mp3
284.823333	0.6720	170895	morse_20	20	1	15CPM	audio/15-T.mp3
289.180000	1.7280	173509	morse_3	3	1	15CPM	audio/15-C.mp3
292.953333	1.3920	175773	morse_12	12	1	15CPM	audio/15-L.mp3
297.338333	1.0800	178404	morse_8	8	1	15CPM	audio/15-H.mp3
301.895000	0.7440	181138	morse_19	19	1	15CPM	audio/15-S.mp3
305.855000	1.0800	183514	morse_8	8	1	15CPM	audio/15-H.mp3
311.465000	1.3200	186880	morse_13	13	1	15CPM	audio/15-M.mp3
316.876667	1.3920	190127	morse_7	7	1	15CPM	audio/15-G.mp3
321.448333	1.7280	192870	morse_16	16	1	15CPM	audio/15-P.mp3
327.086667	1.0080	196253	morse_1	1	1	15CPM	audio/15-A.mp3
331.016667	0.4080	198611	morse_9	9	1	15CPM	audio/15-I.mp3
333.856667	2.3040	200315	morse_17	17	1	15CPM	audio/15-Q.mp3
339.068333	1.3200	203442	morse_13	13	1	15CPM	audio/15-M.mp3
344.411667	1.3920	206648	morse_7	7	1	15CPM	audio/15-G.mp3
349.796667	2.3040	209879	morse_10	10	1	15CPM	audio/15-J.mp3
354.248333	1.0800	212550	morse_18	18	1	15CPM	audio/15-R.mp3
357.955000	1.7280	214774	morse_3	3	1	15CPM	audio/15-C.mp3
362.711667	2.3040	217628	morse_10	10	1	15CPM	audio/15-J.mp3
367.550000	2.3040	220531	morse_25	25	1	15CPM	audio/15-Y.mp3
372.988333	1.6800	223794	morse_22	22	1	15CPM	audio/15-V.mp3
503.898333	1.4400	302340	morse_41	41	2	30CPM	audio/30-O.mp3
509.636667	1.2720	305783	morse_29	29	2	30CPM	audio/30-C.mp3
513.236667	1.2240	307943	morse_48	48	2	30CPM	audio/30-V.mp3
517.796667	0.9600	310679	morse_39	39	2	30CPM	audio/30-M.mp3
523.026667	0.8160	313817	morse_34	34	2	30CPM	audio/30-H.mp3
527.416667	0.3120	316451	morse_35	35	2	30CPM	audio/30-I.mp3
531.103333	1.2000	318663	morse_49	49	2	30CPM	audio/30-W.mp3
535.698333	0.7920	321420	morse_30	30	2	30CPM	audio/30-D.mp3
538.933333	1.2000	323361	morse_37	37	2	30CPM	audio/30-K.mp3
542.306667	1.0320	325385	morse_33	33	2	30CPM	audio/30-G.mp3
545.833333	0.7440	327501	morse_27	27	2	30CPM	audio/30-A.mp3
549.550000	1.6800	329731	morse_43	43	2	30CPM	audio/30-Q.mp3
553.395000	1.6800	332038	morse_36	36	2	30CPM	audio/30-J.mp3
557.710000	1.0560	334627	morse_38	38	2	30CPM	audio/30-L.mp3
562.703333	0.5520	337623	morse_40	40	2	30CPM	audio/30-N.mp3
567.113333	0.5760	340269	morse_45	45	2	30CPM	audio/30-S.mp3
570.381667	1.4400	342230	morse_50	50	2	30CPM	audio/30-X.mp3
577.598333	0.0720	346560	morse_31	31	2	30CPM	audio/30-E.mp3
580.833333	0.9840	348501	morse_47	47	2	30CPM	audio/30-U.mp3
584.963333	1.2720	350979	morse_42	42	2	30CPM	audio/30-P.mp3
590.111667	1.2720	354068	morse_52	52	2	30CPM	audio/30-Z.mp3
595.516667	1.4400	357311	morse_41	41	2	30CPM	audio/30-O.mp3
599.675000	0.4800	359806	morse_46	46	2	30CPM	audio/30-T.mp3
604.503333	0.7440	362703	morse_27	27	2	30CPM	audio/30-A.mp3
607.943333	1.2000	364767	morse_37	37	2	30CPM	audio/30-K.mp3
612.666667	0.5520	367601	morse_40	40	2	30CPM	audio/30-N.mp3
615.741667	1.0320	369446	morse_32	32	2	30CPM	audio/30-F.mp3
621.215000	0.8160	372730	morse_34	34	2	30CPM	audio/30-H.mp3
626.981667	1.2720	376190	morse_29	29	2	30CPM	audio/30-C.mp3
632.618333	1.0320	379572	morse_33	33	2	30CPM	audio/30-G.mp3
637.673333	1.0320	382605	morse_32	32	2	30CPM	audio/30-F.mp3
