Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-F	6	1392	1855	3247	1	0
2	block1	15-L	12	1392	1172	2564	1	0
3	block1	15-B	2	1392	1371	2763	0	0
4	block1	15-N	14	744	2514	3258	0	0
5	block1	15-H	8	1080	1504	2584	1	0
6	block1	15-J	10	2304	1089	3393	0	0
7	block1	15-G	7	1392	2221	3613	0	0
8	block1	15-I	9	408	1480	1888	1	0
9	block1	15-I	9	408	1493	1901	1	0
10	block1	15-C	3	1728	1960	3688	0	0
11	block1	15-B	2	1392	2145	3537	0	0
12	block1	15-P	16	1728	3000	4728	NaN	1
13	block1	15-V	22	1680	729	2409	0	0
14	block1	15-E	5	72	1308	1380	1	0
15	block1	15-O	15	1968	1415	3383	1	0
16	block1	15-L	12	1392	2240	3632	1	0
17	block1	15-Y	25	2304	1585	3889	1	0
18	block1	15-U	21	1344	1577	2921	0	0
19	block1	15-D	4	1056	1609	2665	0	0
20	block1	15-Q	17	2304	1388	3692	1	1
21	block1	15-N	14	744	1308	2052	0	0
22	block1	15-K	11	1656	1722	3378	1	0
23	block1	15-S	19	744	1059	1803	1	0
24	block1	15-T	20	672	1209	1881	1	0
25	block1	15-F	6	1392	2077	3469	1	0
26	block1	15-M	13	1320	1320	2640	1	0
27	block1	15-D	4	1056	2143	3199	0	0
28	block1	15-C	3	1728	1530	3258	0	0
29	block1	15-Z	26	1704	2225	3929	0	0
30	block1	15-R	18	1080	1661	2741	1	0
31	block1	15-X	24	1992	1328	3320	1	0
32	block1	15-K	11	1656	1707	3363	1	0
33	block1	15-H	8	1080	971	2051	1	0
34	block1	15-J	10	2304	1116	3420	0	0
35	block1	15-G	7	1392	1726	3118	0	0
36	block1	15-X	24	1992	1641	3633	1	0
37	block1	15-U	21	1344	1177	2521	0	0
38	block1	15-S	19	744	1630	2374	1	0
39	block1	15-T	20	672	1188	1860	1	0
40	block1	15-R	18	1080	1692	2772	1	0
41	block1	15-O	15	1968	756	2724	1	0
42	block1	15-W	23	1656	1054	2710	0	0
43	block1	15-M	13	1320	1862	3182	1	0
44	block1	15-P	16	1728	995	2723	1	0
45	block1	15-W	23	1656	1018	2674	0	0
46	block1	15-Q	17	2304	2490	4794	1	1
47	block1	15-V	22	1680	736	2416	0	0
48	block1	15-Z	26	1704	1937	3641	0	0
49	block1	15-A	1	1008	1369	2377	0	0
50	block1	15-Y	25	2304	2050	4354	1	0
51	block1	15-E	5	72	1119	1191	1	0
52	block1	15-A	1	1008	1027	2035	0	0
53	block2	30-G	33	1032	2916	3948	0	0
54	block2	30-D	30	792	2406	3198	0	0
55	block2	30-J	36	1680	2091	3771	0	0
56	block2	30-W	49	1200	1293	2493	0	0
57	block2	30-S	45	576	1048	1624	1	0
58	block2	30-L	38	1056	2150	3206	1	0
59	block2	30-T	46	480	988	1468	1	0
60	block2	30-Y	51	1680	2042	3722	1	0
61	block2	30-D	30	792	1185	1977	0	0
62	block2	30-X	50	1440	814	2254	1	0
63	block2	30-U	47	984	1322	2306	0	0
64	block2	30-K	37	1200	731	1931	1	0
65	block2	30-G	33	1032	796	1828	0	0
66	block2	30-E	31	72	954	1026	1	0
67	block2	30-Q	43	1680	738	2418	1	1
68	block2	30-A	27	744	1527	2271	0	0
69	block2	30-F	32	1032	2967	3999	1	0
70	block2	30-B	28	1032	1193	2225	0	0
71	block2	30-O	41	1440	604	2044	1	0
72	block2	30-C	29	1272	2341	3613	0	0
73	block2	30-H	34	816	673	1489	1	0
74	block2	30-O	41	1440	981	2421	1	0
75	block2	30-J	36	1680	2507	4187	0	0
76	block2	30-N	40	552	1390	1942	0	0
77	block2	30-S	45	576	851	1427	1	0
78	block2	30-N	40	552	1137	1689	0	0
79	block2	30-M	39	960	1835	2795	1	0
80	block2	30-I	35	312	780	1092	1	0
81	block2	30-Q	43	1680	1038	2718	1	1
82	block2	30-L	38	1056	2403	3459	1	0
83	block2	30-C	29	1272	1062	2334	0	0
84	block2	30-P	42	1272	854	2126	1	0
85	block2	30-R	44	792	727	1519	1	0
86	block2	30-E	31	72	826	898	1	0
87	block2	30-X	50	1440	736	2176	0	1
88	block2	30-W	49	1200	2076	3276	0	0
89	block2	30-B	28	1032	1486	2518	0	0
90	block2	30-P	42	1272	757	2029	1	0
91	block2	30-A	27	744	1031	1775	0	0
92	block2	30-Z	52	1272	1107	2379	0	0
93	block2	30-Z	52	1272	1591	2863	0	0
94	block2	30-H	34	816	833	1649	1	0
95	block2	30-R	44	792	1569	2361	1	0
96	block2	30-T	46	480	709	1189	1	0
97	block2	30-U	47	984	839	1823	0	0
98	block2	30-I	35	312	874	1186	1	0
99	block2	30-Y	51	1680	618	2298	1	0
100	block2	30-K	37	1200	881	2081	1	0
101	block2	30-V	48	1224	719	1943	0	0
102	block2	30-V	48	1224	1647	2871	0	0
103	block2	30-M	39	960	899	1859	1	0
104	block2	30-F	32	1032	1282	2314	1	0
105	block3	40-M	65	816	2799	3615	0	1
106	block3	40-K	63	1032	1272	2304	1	0
107	block3	40-H	60	720	778	1498	1	0
108	block3	40-N	66	480	1029	1509	0	0
109	block3	40-B	54	912	1533	2445	0	0
110	block3	40-D	56	696	1408	2104	0	0
111	block3	40-J	62	1440	1601	3041	0	0
112	block3	40-Q	69	1440	676	2116	1	1
113	block3	40-R	70	696	633	1329	1	0
114	block3	40-G	59	888	737	1625	0	0
115	block3	40-S	71	504	577	1081	1	0
116	block3	40-E	57	72	656	728	1	0
117	block3	40-U	73	840	662	1502	0	0
118	block3	40-F	58	888	998	1886	1	0
119	block3	40-Z	78	1080	1340	2420	0	0
120	block3	40-H	60	720	536	1256	1	0
121	block3	40-V	74	1056	583	1639	0	0
122	block3	40-B	54	912	1382	2294	0	0
123	block3	40-R	70	696	566	1262	1	0
124	block3	40-W	75	1032	993	2025	0	0
125	block3	40-U	73	840	2113	2953	0	0
126	block3	40-M	65	816	644	1460	1	0
127	block3	40-F	58	888	2190	3078	1	0
128	block3	40-T	72	408	653	1061	1	0
129	block3	40-X	76	1248	749	1997	1	0
130	block3	40-A	53	624	1305	1929	0	0
131	block3	40-Y	77	1440	423	1863	1	0
132	block3	40-I	61	288	749	1037	1	0
133	block3	40-V	74	1056	556	1612	0	0
134	block3	40-J	62	1440	1721	3161	0	0
135	block3	40-Y	77	1440	535	1975	1	0
136	block3	40-E	57	72	639	711	1	0
137	block3	40-Z	78	1080	1313	2393	0	0
138	block3	40-T	72	408	790	1198	1	0
139	block3	40-Q	69	1440	754	2194	1	1
140	block3	40-L	64	912	798	1710	1	0
141	block3	40-O	67	1224	412	1636	1	0
142	block3	40-A	53	624	640	1264	1	1
143	block3	40-D	56	696	1632	2328	0	0
144	block3	40-S	71	504	1539	2043	1	0
145	block3	40-W	75	1032	1081	2113	0	0
146	block3	40-P	68	1080	2020	3100	1	0
147	block3	40-P	68	1080	886	1966	1	0
148	block3	40-I	61	288	709	997	1	0
149	block3	40-C	55	1080	2529	3609	0	0
150	block3	40-G	59	888	1488	2376	0	0
151	block3	40-C	55	1080	693	1773	0	0
152	block3	40-X	76	1248	611	1859	1	0
153	block3	40-L	64	912	951	1863	1	0
154	block3	40-K	63	1032	1083	2115	1	0
155	block3	40-O	67	1224	381	1605	1	0
156	block3	40-N	66	480	1613	2093	0	0
