Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-A	1	1008	945	1953	1	0
2	block1	15-F	6	1392	1969	3361	3	0
3	block1	15-E	5	72	1017	1089	1	0
4	block1	15-C	3	1728	572	2300	2	0
5	block1	15-X	24	1992	2344	4336	3	1
6	block1	15-Z	26	1704	978	2682	2	0
7	block1	15-Y	25	2304	2792	5096	1	0
8	block1	15-V	22	1680	1952	3632	3	0
9	block1	15-F	6	1392	1214	2606	3	0
10	block1	15-Z	26	1704	1094	2798	2	0
11	block1	15-U	21	1344	1882	3226	2	0
12	block1	15-Q	17	2304	3000	5304	NaN	1
13	block1	15-M	13	1320	1724	3044	0	0
14	block1	15-D	4	1056	1191	2247	2	0
15	block1	15-N	14	744	1266	2010	1	0
16	block1	15-G	7	1392	789	2181	1	0
17	block1	15-S	19	744	874	1618	3	0
18	block1	15-Q	17	2304	1001	3305	1	0
19	block1	15-J	10	2304	1163	3467	1	0
20	block1	15-L	12	1392	1296	2688	3	0
21	block1	15-B	2	1392	1766	3158	4	1
22	block1	15-D	4	1056	1028	2084	2	0
23	block1	15-P	16	1728	1157	2885	2	0
24	block1	15-U	21	1344	1536	2880	2	0
25	block1	15-I	9	408	968	1376	2	0
26	block1	15-X	24	1992	2830	4822	2	0
27	block1	15-E	5	72	979	1051	1	0
28	block1	15-R	18	1080	2240	3320	2	0
29	block1	15-H	8	1080	997	2077	4	0
30	block1	15-I	9	408	901	1309	2	0
31	block1	15-S	19	744	967	1711	3	0
32	block1	15-Y	25	2304	2541	4845	1	0
33	block1	15-G	7	1392	1465	2857	1	0
34	block1	15-J	10	2304	1434	3738	1	0
35	block1	15-R	18	1080	919	1999	2	0
36	block1	15-M	13	1320	2156	3476	0	0
37	block1	15-V	22	1680	1629	3309	3	0
38	block1	15-C	3	1728	1246	2974	2	0
39	block1	15-O	15	1968	1404	3372	0	0
40	block1	15-B	2	1392	1241	2633	3	0
41	block1	15-T	20	672	2034	2706	0	0
42	block1	15-W	23	1656	1420	3076	1	0
43	block1	15-P	16	1728	1096	2824	2	0
44	block1	15-K	11	1656	2531	4187	1	0
45	block1	15-W	23	1656	1394	3050	1	0
46	block1	15-A	1	1008	1323	2331	1	0
47	block1	15-O	15	1968	2215	4183	0	0
48	block1	15-L	12	1392	1241	2633	3	0
49	block1	15-T	20	672	2427	3099	1	1
50	block1	15-K	11	1656	1113	2769	1	0
51	block1	15-H	8	1080	1536	2616	4	0
52	block1	15-N	14	744	2439	3183	1	0
53	block2	30-A	27	744	3000	3744	NaN	1
54	block2	30-O	41	1440	2054	3494	0	0
55	block2	30-O	41	1440	1222	2662	0	0
56	block2	30-X	50	1440	989	2429	2	0
57	block2	30-X	50	1440	1866	3306	2	0
58	block2	30-C	29	1272	805	2077	2	0
59	block2	30-B	28	1032	1677	2709	3	0
60	block2	30-V	48	1224	1219	2443	3	0
61	block2	30-J	36	1680	1084	2764	1	0
62	block2	30-I	35	312	1154	1466	2	0
63	block2	30-T	46	480	1269	1749	0	0
64	block2	30-U	47	984	925	1909	2	0
65	block2	30-T	46	480	1011	1491	0	0
66	block2	30-D	30	792	951	1743	2	0
67	block2	30-P	42	1272	1070	2342	2	0
68	block2	30-B	28	1032	3000	4032	NaN	1
69	block2	30-F	32	1032	1680	2712	3	0
70	block2	30-Q	43	1680	3000	4680	NaN	1
71	block2	30-S	45	576	740	1316	3	0
72	block2	30-Y	51	1680	1497	3177	1	0
73	block2	30-G	33	1032	764	1796	1	0
74	block2	30-K	37	1200	904	2104	1	0
75	block2	30-C	29	1272	853	2125	2	0
76	block2	30-H	34	816	843	1659	4	0
77	block2	30-N	40	552	985	1537	1	0
78	block2	30-K	37	1200	1055	2255	1	0
79	block2	30-Z	52	1272	1256	2528	2	0
80	block2	30-E	31	72	1081	1153	1	0
81	block2	30-L	38	1056	2019	3075	3	0
82	block2	30-D	30	792	1737	2529	2	0
83	block2	30-Q	43	1680	972	2652	1	0
84	block2	30-W	49	1200	2125	3325	1	0
85	block2	30-I	35	312	873	1185	2	0
86	block2	30-L	38	1056	1100	2156	3	0
87	block2	30-P	42	1272	992	2264	2	0
88	block2	30-M	39	960	1355	2315	0	0
89	block2	30-E	31	72	1062	1134	1	0
90	block2	30-G	33	1032	2134	3166	0	1
91	block2	30-A	27	744	800	1544	1	0
92	block2	30-H	34	816	1013	1829	4	0
93	block2	30-S	45	576	1262	1838	3	0
94	block2	30-U	47	984	1140	2124	2	0
95	block2	30-N	40	552	992	1544	1	0
96	block2	30-R	44	792	941	1733	2	0
97	block2	30-W	49	1200	1083	2283	1	0
98	block2	30-J	36	1680	659	2339	1	0
99	block2	30-F	32	1032	1663	2695	3	0
100	block2	30-V	48	1224	1571	2795	3	0
101	block2	30-Z	52	1272	1086	2358	2	0
102	block2	30-R	44	792	2304	3096	2	0
103	block2	30-Y	51	1680	1039	2719	1	0
104	block2	30-M	39	960	990	1950	0	0
105	block3	40-W	75	1032	1832	2864	1	0
106	block3	40-I	61	288	1188	1476	2	0
107	block3	40-M	65	816	2203	3019	0	0
108	block3	40-H	60	720	1018	1738	4	0
109	block3	40-U	73	840	1440	2280	2	0
110	block3	40-H	60	720	1139	1859	4	0
111	block3	40-V	74	1056	1130	2186	3	0
112	block3	40-Q	69	1440	2642	4082	1	0
113	block3	40-Z	78	1080	927	2007	2	0
114	block3	40-N	66	480	1374	1854	1	0
115	block3	40-L	64	912	2061	2973	3	0
116	block3	40-X	76	1248	2161	3409	2	0
117	block3	40-A	53	624	907	1531	1	0
118	block3	40-X	76	1248	2330	3578	2	0
119	block3	40-Y	77	1440	2484	3924	1	0
120	block3	40-J	62	1440	1845	3285	1	0
121	block3	40-E	57	72	1087	1159	1	0
122	block3	40-F	58	888	1454	2342	3	0
123	block3	40-B	54	912	1697	2609	3	0
124	block3	40-R	70	696	2058	2754	2	0
125	block3	40-T	72	408	1058	1466	0	0
126	block3	40-K	63	1032	2089	3121	1	0
127	block3	40-T	72	408	1136	1544	0	0
128	block3	40-U	73	840	2264	3104	2	0
129	block3	40-G	59	888	1688	2576	1	0
130	block3	40-F	58	888	1165	2053	3	0
131	block3	40-Q	69	1440	2054	3494	1	0
