Trial	Block	Stimulus	Trigger	Stimulus_cuetime	Resposetime	stimutoRT_time	Resposetype	Judge_Right_Wrong
1	block1	15-U	21	1344	2741	4085	0	0
2	block1	15-H	8	1080	1131	2211	1	0
3	block1	15-P	16	1728	2436	4164	0	1
4	block1	15-C	3	1728	987	2715	0	0
5	block1	15-V	22	1680	737	2417	0	0
6	block1	15-N	14	744	1389	2133	0	0
7	block1	15-Z	26	1704	929	2633	0	0
8	block1	15-A	1	1008	865	1873	0	0
9	block1	15-W	23	1656	1084	2740	0	0
10	block1	15-R	18	1080	1846	2926	1	0
11	block1	15-R	18	1080	1387	2467	1	0
12	block1	15-C	3	1728	1293	3021	0	0
13	block1	15-X	24	1992	2440	4432	1	0
14	block1	15-G	7	1392	1797	3189	0	0
15	block1	15-D	4	1056	2739	3795	0	0
16	block1	15-P	16	1728	517	2245	0	1
17	block1	15-S	19	744	694	1438	1	0
18	block1	15-Z	26	1704	695	2399	0	0
19	block1	15-T	20	672	905	1577	1	0
20	block1	15-D	4	1056	1027	2083	0	0
21	block1	15-W	23	1656	534	2190	0	0
22	block1	15-H	8	1080	453	1533	1	0
23	block1	15-E	5	72	833	905	1	0
24	block1	15-I	9	408	1644	2052	1	0
25	block1	15-Q	17	2304	691	2995	1	1
26	block1	15-F	6	1392	1631	3023	1	0
27	block1	15-A	1	1008	933	1941	0	0
28	block1	15-Q	17	2304	281	2585	1	1
29	block1	15-M	13	1320	653	1973	1	0
30	block1	15-T	20	672	959	1631	1	0
31	block1	15-Y	25	2304	931	3235	1	0
32	block1	15-X	24	1992	208	2200	1	0
33	block1	15-L	12	1392	907	2299	1	0
34	block1	15-Y	25	2304	619	2923	1	0
35	block1	15-N	14	744	1934	2678	0	0
36	block1	15-O	15	1968	256	2224	1	0
37	block1	15-M	13	1320	1638	2958	1	0
38	block1	15-I	9	408	1756	2164	1	0
39	block1	15-S	19	744	610	1354	1	0
40	block1	15-G	7	1392	1988	3380	0	0
41	block1	15-E	5	72	750	822	1	0
42	block1	15-U	21	1344	203	1547	0	0
43	block1	15-J	10	2304	502	2806	0	0
44	block1	15-L	12	1392	1653	3045	1	0
45	block1	15-B	2	1392	721	2113	0	0
46	block1	15-K	11	1656	1011	2667	1	0
47	block1	15-F	6	1392	1636	3028	1	0
48	block1	15-V	22	1680	124	1804	0	0
49	block1	15-K	11	1656	808	2464	1	0
50	block1	15-O	15	1968	266	2234	1	0
51	block1	15-B	2	1392	1407	2799	0	0
52	block1	15-J	10	2304	986	3290	0	0
53	block2	30-D	30	792	1587	2379	0	0
54	block2	30-R	44	792	1267	2059	1	0
55	block2	30-S	45	576	567	1143	1	0
56	block2	30-X	50	1440	1007	2447	1	0
57	block2	30-O	41	1440	430	1870	1	0
58	block2	30-G	33	1032	1954	2986	0	0
59	block2	30-B	28	1032	977	2009	0	0
60	block2	30-N	40	552	912	1464	0	0
61	block2	30-Y	51	1680	1060	2740	1	0
62	block2	30-P	42	1272	1562	2834	1	0
63	block2	30-M	39	960	855	1815	1	0
64	block2	30-Z	52	1272	964	2236	0	0
65	block2	30-V	48	1224	480	1704	0	0
66	block2	30-C	29	1272	1231	2503	0	0
67	block2	30-E	31	72	1485	1557	1	0
68	block2	30-K	37	1200	1314	2514	1	0
69	block2	30-H	34	816	1051	1867	1	0
70	block2	30-W	49	1200	554	1754	0	0
71	block2	30-K	37	1200	1011	2211	1	0
72	block2	30-U	47	984	3000	3984	NaN	1
73	block2	30-A	27	744	791	1535	0	0
74	block2	30-M	39	960	1247	2207	1	0
75	block2	30-O	41	1440	680	2120	1	0
76	block2	30-Q	43	1680	1134	2814	1	1
77	block2	30-T	46	480	1013	1493	1	0
78	block2	30-V	48	1224	762	1986	0	0
79	block2	30-B	28	1032	1807	2839	0	0
80	block2	30-I	35	312	1426	1738	1	0
81	block2	30-P	42	1272	2572	3844	1	0
82	block2	30-L	38	1056	2588	3644	1	0
83	block2	30-X	50	1440	2789	4229	0	1
84	block2	30-N	40	552	1741	2293	0	0
85	block2	30-L	38	1056	2334	3390	1	0
86	block2	30-F	32	1032	1270	2302	1	0
87	block2	30-S	45	576	1073	1649	1	0
88	block2	30-R	44	792	1933	2725	1	0
89	block2	30-A	27	744	1580	2324	0	0
90	block2	30-T	46	480	2202	2682	1	0
91	block2	30-W	49	1200	1127	2327	0	0
92	block2	30-H	34	816	1918	2734	1	0
93	block2	30-J	36	1680	647	2327	0	0
94	block2	30-U	47	984	1883	2867	0	0
95	block2	30-C	29	1272	2383	3655	0	0
96	block2	30-I	35	312	2860	3172	1	0
97	block2	30-Q	43	1680	1006	2686	1	1
